ProductID,ProductName,Brand,Variety,Factory,Country,SupplierName,UnitsProducedMonthly,UnitsSoldMonthly,UnitPrice,RevenueMonthly,ProductionCost,Profit,StockQuantity,QualityScore
CHC-00400,Bakers Classic Compound Chocolate Pralines,Noir Origins,Compound,Cape Town Factory V,South Africa,Meridian Cacao Exchange,2762,2426,2.5,6065.0,2927.72,3137.28,620,90.3
CHC-00401,Original Ruby Chocolate Coated Nuts,Bean & Bloom,Ruby,Guayaquil Factory Q,Ecuador,Meridian Cacao Exchange,6184,5202,7.79,40523.58,29312.16,11211.42,1048,85.8
CHC-00402,Tropical Mix Fruit & Nut Chocolate Coated Nuts,Whisk & Wonder,Fruit & Nut,Toronto Factory B,Canada,Sahara Nut Suppliers,5367,4812,4.0,19248.0,13900.53,5347.47,648,91.6
CHC-00403,Sea Salt Caramel Chocolate Chips (Baking),Cocoa Bloom,Caramel,Bordeaux Factory D,France,Amazon Cacao Growers,2925,2556,4.74,12115.44,6610.5,5504.94,598,82.8
CHC-00404,Vanilla Bean White Chocolate Squares,Blue Ridge Chocolatiers,White,Zurich Factory E,Switzerland,Sunrise Vanilla Farms,3040,2864,3.75,10740.0,5928.0,4812.0,382,89.2
CHC-00405,Organic Raw Cacao Chocolate Squares,Cacao & Co.,Organic,Amsterdam Factory I,Netherlands,Continental Sugar Corp,1660,1585,4.97,7877.45,4399.0,3478.45,261,95.2
CHC-00406,Single Origin Dark Chocolate Drops,Blue Ridge Chocolatiers,Dark,Dubai Factory W,UAE,EcoPack Solutions,6462,6071,3.87,23494.77,10274.58,13220.19,542,94.5
CHC-00407,Organic Raw Cacao Chocolate Truffle Box,Amber Cacao Co.,Organic,Bordeaux Factory D,France,Alpine Dairy Co.,2600,2434,3.6,8762.4,5512.0,3250.4,216,80.7
CHC-00408,Salted Butter Caramel Chocolate Truffle Box,Amber Cacao Co.,Caramel,Oaxaca Factory Z,Mexico,TerraFair Trade Beans,8790,7642,3.39,25906.38,13448.7,12457.68,1313,81.8
CHC-00409,Soft Caramel Core Chocolate Bar,Cacao Verde,Caramel,Accra Factory T,Ghana,Amazon Cacao Growers,7191,6453,2.74,17681.22,11361.78,6319.44,976,81.9
CHC-00410,Tropical Mix Fruit & Nut Chocolate Coated Nuts,Terra Cacao,Fruit & Nut,Melbourne Factory N,Australia,Nordic Milk Co.,4514,3533,3.79,13390.07,7673.8,5716.27,1017,88.9
CHC-00411,Bakers Classic Compound Chocolate Filled Bar,Cacao & Co.,Compound,Osaka Factory M,Japan,Amazon Cacao Growers,10459,8821,1.54,13584.34,10668.18,2916.16,1715,90.6
CHC-00412,Single Origin Dark Chocolate Bar,Maison Cacao,Dark,Toronto Factory B,Canada,Heritage Almond Growers,5387,4041,3.51,14183.91,7595.67,6588.24,1465,79.0
CHC-00413,Gianduja Style Hazelnut Chocolate Chips (Baking),Pure Bloom Chocolatiers,Hazelnut,Abidjan Factory U,Cote d'Ivoire,Sahara Nut Suppliers,2848,2384,4.88,11633.92,7945.92,3688.0,688,79.1
CHC-00414,Organic Single Origin Chocolate Pralines,Silk Route Chocolate,Organic,Accra Factory T,Ghana,Global Cocoa Partners,2441,2016,5.14,10362.24,6517.47,3844.77,551,88.8
CHC-00415,Tropical Mix Fruit & Nut Chocolate Filled Bar,Ivory & Cocoa,Fruit & Nut,Cologne Factory F,Germany,Ivory Cocoa Traders,1674,1365,5.12,6988.8,5273.1,1715.7,402,71.1
CHC-00416,Classic Milk Chocolate Filled Bar,Silk Route Chocolate,Milk,Melbourne Factory N,Australia,Ivory Cocoa Traders,6499,6377,4.39,27995.03,12218.12,15776.91,315,93.9
CHC-00417,Raspberry Swirl White Chocolate Drops,Terra Cacao,White,Jakarta Factory O,Indonesia,Meridian Cacao Exchange,4260,3570,2.57,9174.9,4984.2,4190.7,895,87.1
CHC-00418,Biscuit Milk Chocolate Coated Nuts,Noir Origins,Milk,Portland Factory A,USA,Amazon Cacao Growers,2552,2001,2.56,5122.56,3751.44,1371.12,615,81.6
CHC-00419,Sea Salt Caramel Chocolate Truffle Box,Bean & Bloom,Caramel,Portland Factory A,USA,Continental Sugar Corp,8383,7621,3.7,28197.7,12574.5,15623.2,867,94.3
CHC-00420,Roasted Almond Chocolate Drops,Maison Cacao,Almond,Osaka Factory M,Japan,Amazon Cacao Growers,13522,13250,3.14,41605.0,17578.6,24026.4,555,87.3
CHC-00421,Raisin & Almond Fruit & Nut Chocolate Bar,Golden Bean Co.,Fruit & Nut,Bordeaux Factory D,France,Coastal Coconut Co.,3690,3075,5.43,16697.25,9557.1,7140.15,858,82.8
CHC-00422,Biscuit Milk Chocolate Squares,Highland Cacao,Milk,Bordeaux Factory D,France,Pacific Sugar Mills,4024,2564,2.07,5307.48,4184.96,1122.52,1723,100.0
CHC-00423,Marzipan Style Almond Chocolate Bar,Highland Cacao,Almond,Bruges Factory D,Belgium,TerraFair Trade Beans,12498,11459,4.92,56378.28,35869.26,20509.02,1247,87.4
CHC-00424,85% Extra Bold Dark Chocolate Drops,Blue Ridge Chocolatiers,Dark,Antwerp Factory A,Belgium,TerraFair Trade Beans,3544,2668,4.35,11605.8,6627.28,4978.52,930,88.1
CHC-00425,Almond Crunch Chocolate Chips (Baking),Pure Bloom Chocolatiers,Almond,Montreal Factory Y,Canada,Ghana Bean Collective,4827,4274,3.89,16625.86,7771.47,8854.39,809,89.9
CHC-00426,Plant-Based Classic Vegan Dark Chocolate Chips (Baking),Noir Origins,Vegan Dark,Bordeaux Factory D,France,TerraFair Trade Beans,8004,7836,3.4,26642.4,16728.36,9914.04,407,86.8
CHC-00427,Biscuit Milk Chocolate Coated Nuts,Whisk & Wonder,Milk,Sao Paulo Factory P,Brazil,Global Cocoa Partners,4095,3060,3.82,11689.2,7084.35,4604.85,1169,91.4
CHC-00428,Whole Hazelnut Chocolate Wafer Bar,Cacao Nomad,Hazelnut,Bern Factory B,Switzerland,Heritage Almond Growers,7157,5855,5.77,33783.35,26123.05,7660.3,1396,84.2
CHC-00429,Coconut Sugar Vegan Dark Chocolate Squares,Blue Ridge Chocolatiers,Vegan Dark,Bern Factory B,Switzerland,Heritage Almond Growers,4950,4428,4.11,18199.08,9801.0,8398.08,656,93.7
CHC-00430,Coconut White Chocolate Wafer Bar,Noir Origins,White,Bordeaux Factory D,France,Ghana Bean Collective,3992,3794,2.13,8081.22,4431.12,3650.1,413,88.9
CHC-00431,Salted Butter Caramel Chocolate Coated Nuts,Terra Cacao,Caramel,Antwerp Factory A,Belgium,Meridian Cacao Exchange,6997,7163,4.43,31732.09,20921.03,10811.06,65,88.6
CHC-00432,Espresso Infused Dark Chocolate Truffle Box,Pure Bloom Chocolatiers,Dark,Turin Factory J,Italy,Sunrise Vanilla Farms,10614,11675,5.29,61760.75,23881.5,37879.25,10,94.7
CHC-00433,Citrus Ruby Chocolate Pralines,Whisk & Wonder,Ruby,Cologne Factory F,Germany,Andes Bean Exporters,3257,2473,4.69,11598.37,6318.58,5279.79,832,79.6
CHC-00434,Organic Raw Cacao Chocolate Coated Nuts,Ember & Oak,Organic,Munich Factory C,Germany,Continental Sugar Corp,2763,2864,4.29,12286.56,5387.85,6898.71,191,87.7
CHC-00435,Honeycomb Milk Chocolate Truffle Box,Cacao Nomad,Milk,Bordeaux Factory D,France,Global Cocoa Partners,3973,4278,3.93,16812.54,8303.57,8508.97,10,92.3
CHC-00436,Citrus Ruby Chocolate Chips (Baking),Highland Cacao,Ruby,Medellin Factory R,Colombia,Pacific Sugar Mills,2079,1795,5.39,9675.05,6486.48,3188.57,378,94.4
CHC-00437,Biscuit Milk Chocolate Truffle Box,Golden Bean Co.,Milk,Portland Factory A,USA,Ghana Bean Collective,3217,2595,2.7,7006.5,5211.54,1794.96,776,86.1
CHC-00438,Bakers Classic Compound Chocolate Truffle Box,Cacao Verde,Compound,Bern Factory B,Switzerland,Global Cocoa Partners,3314,2858,1.29,3686.82,2187.24,1499.58,705,83.4
CHC-00439,Soft Caramel Core Chocolate Coated Nuts,Amber Cacao Co.,Caramel,Shanghai Factory L,China,Heritage Almond Growers,3181,3499,4.25,14870.75,5503.13,9367.62,10,93.8
CHC-00440,Cranberry Walnut Fruit & Nut Chocolate Truffle Box,Cacao & Co.,Fruit & Nut,Cologne Factory F,Germany,Pacific Sugar Mills,1899,1698,4.92,8354.16,4576.59,3777.57,248,75.3
CHC-00441,Lemon Zest White Chocolate Coated Nuts,Auric Chocolate,White,Accra Factory T,Ghana,Alpine Dairy Co.,687,504,3.61,1819.44,1669.41,150.03,391,95.2
CHC-00442,Soft Caramel Core Chocolate Bar,TruffleWorks,Caramel,Zurich Factory E,Switzerland,Meridian Cacao Exchange,2099,1810,3.61,6534.1,4848.69,1685.41,482,75.4
CHC-00443,Tropical Mix Fruit & Nut Chocolate Gift Box,Highland Cacao,Fruit & Nut,Portland Factory A,USA,Sahara Nut Suppliers,2371,1735,4.48,7772.8,7065.58,707.22,760,80.6
CHC-00444,Organic Single Origin Chocolate Pralines,Auric Chocolate,Organic,Bristol Factory H,United Kingdom,Coastal Coconut Co.,2072,2018,4.26,8596.68,5055.68,3541.0,174,94.3
CHC-00445,Single Origin Dark Chocolate Bar,Silk Route Chocolate,Dark,Bristol Factory H,United Kingdom,Amazon Cacao Growers,2293,1826,3.48,6354.48,4631.86,1722.62,737,87.3
CHC-00446,Tropical Mix Fruit & Nut Chocolate Gift Box,Pure Bloom Chocolatiers,Fruit & Nut,Accra Factory T,Ghana,EcoPack Solutions,9485,8328,3.48,28981.44,15934.8,13046.64,1387,81.4
CHC-00447,Espresso Infused Dark Chocolate Gift Box,Silk Route Chocolate,Dark,Melbourne Factory N,Australia,Sahara Nut Suppliers,4965,4055,5.31,21532.05,17178.9,4353.15,1121,96.2
CHC-00448,Classic Milk Chocolate Pralines,Copper Kettle Chocolate,Milk,Abidjan Factory U,Cote d'Ivoire,TerraFair Trade Beans,29788,28933,2.79,80723.07,46469.28,34253.79,891,89.9
CHC-00449,Raisin & Almond Fruit & Nut Chocolate Coated Nuts,Rainforest Bloom,Fruit & Nut,Toronto Factory B,Canada,Andes Bean Exporters,9336,7818,5.05,39480.9,22313.04,17167.86,1677,83.8
CHC-00450,Classic Milk Chocolate Gift Box,Wildflower Cacao,Milk,Jakarta Factory O,Indonesia,Continental Sugar Corp,12234,11099,2.3,25527.7,15047.82,10479.88,1275,91.8
CHC-00451,85% Extra Bold Dark Chocolate Gift Box,Silk Route Chocolate,Dark,Lyon Factory G,France,Ivory Cocoa Traders,3294,2938,2.53,7433.14,4743.36,2689.78,510,90.3
CHC-00452,Sea Salt Milk Chocolate Bar,Maison Cacao,Milk,Abidjan Factory U,Cote d'Ivoire,Andes Bean Exporters,3427,3453,3.1,10704.3,5586.01,5118.29,98,86.2
CHC-00453,Gianduja Style Hazelnut Chocolate Squares,Northstar Confectionery,Hazelnut,Portland Factory A,USA,Alpine Dairy Co.,5285,5300,5.73,30369.0,13423.9,16945.1,131,93.0
CHC-00454,Biscuit Milk Chocolate Pralines,TruffleWorks,Milk,Bern Factory B,Switzerland,Coastal Coconut Co.,21314,22182,2.2,48800.4,30052.74,18747.66,10,91.2
CHC-00455,Coconut White Chocolate Filled Bar,Sunset Grove Chocolate,White,Portland Factory A,USA,EcoPack Solutions,21190,21611,2.26,48840.86,28394.6,20446.26,10,78.2
CHC-00456,85% Extra Bold Dark Chocolate Bar,Ivory & Cocoa,Dark,Oaxaca Factory Z,Mexico,Amazon Cacao Growers,15331,15204,5.37,81645.48,46606.24,35039.24,227,89.4
CHC-00457,Almond Crunch Chocolate Bar,Sunset Grove Chocolate,Almond,Oaxaca Factory Z,Mexico,Continental Sugar Corp,4434,4092,5.01,20500.92,14942.58,5558.34,631,89.9
CHC-00458,Raspberry Swirl White Chocolate Filled Bar,Rainforest Bloom,White,Montreal Factory Y,Canada,EcoPack Solutions,5234,4465,2.72,12144.8,9630.56,2514.24,910,91.2
CHC-00459,Diabetic Friendly Sugar-Free Chocolate Gift Box,Cacao & Co.,Sugar-Free,Guadalajara Factory C,Mexico,Ghana Bean Collective,4438,3522,4.13,14545.86,12382.02,2163.84,1213,81.6
CHC-00460,70% Intense Dark Chocolate Filled Bar,Cacao Verde,Dark,Portland Factory A,USA,Sunrise Vanilla Farms,11756,9771,6.2,60580.2,29977.8,30602.4,2268,94.6
CHC-00461,Gianduja Style Hazelnut Chocolate Drops,Pure Bloom Chocolatiers,Hazelnut,Munich Factory C,Germany,Coastal Coconut Co.,1022,875,3.12,2730.0,2125.76,604.24,393,77.4
CHC-00462,Biscuit Milk Chocolate Filled Bar,Noir Origins,Milk,Guadalajara Factory C,Mexico,Nordic Milk Co.,4604,4643,4.36,20243.48,9806.52,10436.96,201,84.4
CHC-00463,Praline Hazelnut Chocolate Coated Nuts,Noir Origins,Hazelnut,Sao Paulo Factory P,Brazil,Coastal Coconut Co.,8476,7212,3.93,28343.16,19410.04,8933.12,1442,85.7
CHC-00464,Raspberry Swirl White Chocolate Squares,Maison Cacao,White,Cologne Factory F,Germany,Nordic Milk Co.,4289,3856,3.61,13920.16,10508.05,3412.11,615,88.2
CHC-00465,Diabetic Friendly Sugar-Free Chocolate Wafer Bar,Highland Cacao,Sugar-Free,Lima Factory S,Peru,Ghana Bean Collective,4612,4410,5.12,22579.2,15265.72,7313.48,251,86.5
CHC-00466,Espresso Infused Dark Chocolate Squares,TruffleWorks,Dark,Hershey Falls Factory X,USA,Global Cocoa Partners,5714,4936,2.51,12389.36,6456.82,5932.54,996,89.1
CHC-00467,Tropical Mix Fruit & Nut Chocolate Truffle Box,Whisk & Wonder,Fruit & Nut,Hershey Falls Factory X,USA,Coastal Coconut Co.,926,847,4.31,3650.57,2129.8,1520.77,357,91.4
CHC-00468,Organic Fair-Trade Chocolate Bar,Wildflower Cacao,Organic,Munich Factory C,Germany,TerraFair Trade Beans,1112,963,6.26,6028.38,2969.04,3059.34,409,100.0
CHC-00469,Roasted Almond Chocolate Filled Bar,Copper Kettle Chocolate,Almond,Guadalajara Factory C,Mexico,Andes Bean Exporters,5348,3955,2.83,11192.65,6150.2,5042.45,1677,85.2
CHC-00470,Confectionery Grade Compound Chocolate Coated Nuts,Bean & Bloom,Compound,Bruges Factory D,Belgium,Ivory Cocoa Traders,7756,6709,1.95,13082.55,9850.12,3232.43,1346,92.5
CHC-00471,Single Origin Dark Chocolate Bar,Ember & Oak,Dark,Abidjan Factory U,Cote d'Ivoire,Ghana Bean Collective,5049,4922,3.07,15110.54,8078.4,7032.14,377,86.3
CHC-00472,Biscuit Milk Chocolate Squares,Velvet Cacao,Milk,Toronto Factory B,Canada,Alpine Dairy Co.,1773,1397,2.31,3227.07,2056.68,1170.39,623,87.6
CHC-00473,Biscuit Milk Chocolate Squares,Northstar Confectionery,Milk,Guayaquil Factory Q,Ecuador,Coastal Coconut Co.,4287,3947,4.32,17051.04,12046.47,5004.57,408,82.5
CHC-00474,Plant-Based Classic Vegan Dark Chocolate Bar,Sunset Grove Chocolate,Vegan Dark,Bruges Factory D,Belgium,Ivory Cocoa Traders,2321,1817,4.78,8685.26,5964.97,2720.29,600,84.7
CHC-00475,Coconut White Chocolate Filled Bar,Whisk & Wonder,White,Toronto Factory B,Canada,Sahara Nut Suppliers,8288,6981,2.79,19476.99,15581.44,3895.55,1427,97.0
CHC-00476,Bakers Classic Compound Chocolate Wafer Bar,Ivory & Cocoa,Compound,Guadalajara Factory C,Mexico,Amazon Cacao Growers,3964,4360,1.51,6583.6,2616.24,3967.36,10,87.4
CHC-00477,Whole Hazelnut Chocolate Gift Box,Maison Cacao,Hazelnut,Bruges Factory D,Belgium,Ghana Bean Collective,3757,2276,3.54,8057.04,7363.72,693.32,1780,90.0
CHC-00478,Value Pack Compound Chocolate Squares,Rainforest Bloom,Compound,Bruges Factory D,Belgium,Nordic Milk Co.,2812,2683,1.27,3407.41,1771.56,1635.85,186,79.5
CHC-00479,Salted Butter Caramel Chocolate Coated Nuts,Noir Origins,Caramel,Osaka Factory M,Japan,Pacific Sugar Mills,3154,2468,4.26,10513.68,5393.34,5120.34,924,91.6
CHC-00480,Salted Butter Caramel Chocolate Wafer Bar,Auric Chocolate,Caramel,Dubai Factory W,UAE,EcoPack Solutions,3734,3654,2.59,9463.86,6049.08,3414.78,123,91.4
CHC-00481,Honeycomb Milk Chocolate Pralines,Copper Kettle Chocolate,Milk,Cape Town Factory V,South Africa,Heritage Almond Growers,9585,8444,2.68,22629.92,13419.0,9210.92,1171,90.5
CHC-00482,Single Origin Dark Chocolate Filled Bar,Bean & Bloom,Dark,Oaxaca Factory Z,Mexico,Pacific Sugar Mills,2175,2116,4.41,9331.56,5133.0,4198.56,138,95.5
CHC-00483,Biscuit Milk Chocolate Truffle Box,Sunset Grove Chocolate,Milk,Oaxaca Factory Z,Mexico,Continental Sugar Corp,3143,2519,2.72,6851.68,5531.68,1320.0,831,88.2
CHC-00484,Honeycomb Milk Chocolate Drops,Pure Bloom Chocolatiers,Milk,Shanghai Factory L,China,Meridian Cacao Exchange,3674,3602,2.63,9473.26,4041.4,5431.86,93,83.9
CHC-00485,Almond Crunch Chocolate Pralines,Wildflower Cacao,Almond,Lyon Factory G,France,Andes Bean Exporters,6348,5419,3.08,16690.52,11235.96,5454.56,1189,91.3
CHC-00486,85% Extra Bold Dark Chocolate Drops,Ember & Oak,Dark,Turin Factory J,Italy,Sahara Nut Suppliers,714,671,6.29,4220.59,2827.44,1393.15,85,91.0
CHC-00487,Tropical Mix Fruit & Nut Chocolate Truffle Box,Copper Kettle Chocolate,Fruit & Nut,Toronto Factory B,Canada,Sunrise Vanilla Farms,2024,1859,3.6,6692.4,4007.52,2684.88,252,100.0
CHC-00488,Stevia Sweetened Sugar-Free Chocolate Gift Box,Whisk & Wonder,Sugar-Free,Shanghai Factory L,China,Meridian Cacao Exchange,3974,3493,3.24,11317.32,8583.84,2733.48,733,85.3
CHC-00489,85% Extra Bold Dark Chocolate Bar,Choco Artisan,Dark,Bruges Factory D,Belgium,Sahara Nut Suppliers,2275,1507,4.12,6208.84,3981.25,2227.59,857,89.0
CHC-00490,Soft Caramel Core Chocolate Pralines,Choco Artisan,Caramel,Bruges Factory D,Belgium,Global Cocoa Partners,3303,3031,3.65,11063.15,7299.63,3763.52,317,97.5
CHC-00491,85% Extra Bold Dark Chocolate Pralines,Copper Kettle Chocolate,Dark,Abidjan Factory U,Cote d'Ivoire,Sahara Nut Suppliers,2575,2482,5.52,13700.64,9115.5,4585.14,312,87.4
CHC-00492,Biscuit Milk Chocolate Coated Nuts,Ivory & Cocoa,Milk,Zurich Factory E,Switzerland,Amazon Cacao Growers,7141,5488,3.38,18549.44,10782.91,7766.53,1841,100.0
CHC-00493,Soft Caramel Core Chocolate Bar,Ivory & Cocoa,Caramel,Bristol Factory H,United Kingdom,Sahara Nut Suppliers,2062,1657,4.24,7025.68,4020.9,3004.78,515,100.0
CHC-00494,Coconut White Chocolate Chips (Baking),Wildflower Cacao,White,Hershey Falls Factory X,USA,Andes Bean Exporters,2701,2864,2.66,7618.24,3889.44,3728.8,122,88.9
CHC-00495,Coconut Sugar Vegan Dark Chocolate Pralines,Cacao Nomad,Vegan Dark,Melbourne Factory N,Australia,Ivory Cocoa Traders,2660,2471,6.44,15913.24,8990.8,6922.44,372,93.1
CHC-00496,Almond Crunch Chocolate Wafer Bar,Cocoa Bloom,Almond,Toronto Factory B,Canada,Andes Bean Exporters,5071,3774,4.55,17171.7,13336.73,3834.97,1569,94.8
CHC-00497,Single Origin Dark Chocolate Squares,Cocoa Bloom,Dark,Zurich Factory E,Switzerland,Coastal Coconut Co.,4574,4337,5.93,25718.41,16786.58,8931.83,386,84.0
CHC-00498,Original Ruby Chocolate Chips (Baking),Terra Cacao,Ruby,Jakarta Factory O,Indonesia,Continental Sugar Corp,9173,8559,6.37,54520.83,30913.01,23607.82,762,82.5
CHC-00499,Honeycomb Milk Chocolate Chips (Baking),Rainforest Bloom,Milk,Zurich Factory E,Switzerland,Sahara Nut Suppliers,5582,5361,2.44,13080.84,5805.28,7275.56,384,96.7
CHC-00500,Oat Milk Blend Vegan Dark Chocolate Filled Bar,Wildflower Cacao,Vegan Dark,Bern Factory B,Switzerland,Coastal Coconut Co.,2470,2078,5.51,11449.78,6397.3,5052.48,494,94.9
CHC-00501,70% Intense Dark Chocolate Bar,Northstar Confectionery,Dark,Bordeaux Factory D,France,EcoPack Solutions,2861,2593,4.08,10579.44,5235.63,5343.81,412,85.6
CHC-00502,Single Origin Dark Chocolate Gift Box,Wildflower Cacao,Dark,Guadalajara Factory C,Mexico,Pacific Sugar Mills,2746,2865,3.18,9110.7,5107.56,4003.14,128,83.9
CHC-00503,Honeycomb Milk Chocolate Drops,Maison Cacao,Milk,Abidjan Factory U,Cote d'Ivoire,Amazon Cacao Growers,7692,6405,3.74,23954.7,17383.92,6570.78,1357,80.0
CHC-00504,Soft Caramel Core Chocolate Wafer Bar,Bean & Bloom,Caramel,Munich Factory C,Germany,EcoPack Solutions,4369,3492,3.26,11383.92,7602.06,3781.86,925,78.1
CHC-00505,Sea Salt Caramel Chocolate Gift Box,Ivory & Cocoa,Caramel,Antwerp Factory A,Belgium,Amazon Cacao Growers,5754,5242,4.25,22278.5,15535.8,6742.7,680,94.3
CHC-00506,Gianduja Style Hazelnut Chocolate Filled Bar,Bean & Bloom,Hazelnut,Shanghai Factory L,China,Ghana Bean Collective,7399,7017,4.07,28559.19,15315.93,13243.26,595,90.7
CHC-00507,Single Origin Dark Chocolate Chips (Baking),Whisk & Wonder,Dark,Accra Factory T,Ghana,Andes Bean Exporters,4023,3600,4.03,14508.0,9293.13,5214.87,566,87.2
CHC-00508,Gianduja Style Hazelnut Chocolate Drops,Terra Cacao,Hazelnut,Bern Factory B,Switzerland,Heritage Almond Growers,2690,2755,5.67,15620.85,10275.8,5345.05,126,78.4
CHC-00509,85% Extra Bold Dark Chocolate Chips (Baking),Noir Origins,Dark,Amsterdam Factory I,Netherlands,Heritage Almond Growers,5512,5113,6.15,31444.95,19843.2,11601.75,498,82.2
CHC-00510,Oat Milk Blend Vegan Dark Chocolate Gift Box,Terra Cacao,Vegan Dark,Dubai Factory W,UAE,Andes Bean Exporters,4332,4436,6.38,28301.68,14772.12,13529.56,10,89.2
CHC-00511,Soft Caramel Core Chocolate Coated Nuts,Wildflower Cacao,Caramel,Guayaquil Factory Q,Ecuador,Heritage Almond Growers,4733,4001,3.92,15683.92,11879.83,3804.09,791,79.4
CHC-00512,Sea Salt Milk Chocolate Squares,Auric Chocolate,Milk,Osaka Factory M,Japan,Ghana Bean Collective,1970,1677,3.45,5785.65,3014.1,2771.55,343,88.5
CHC-00513,Sea Salt Milk Chocolate Bar,Highland Cacao,Milk,Abidjan Factory U,Cote d'Ivoire,Sahara Nut Suppliers,4111,3409,3.44,11726.96,8304.22,3422.74,764,84.0
CHC-00514,Classic Milk Chocolate Filled Bar,Copper Kettle Chocolate,Milk,Jakarta Factory O,Indonesia,Alpine Dairy Co.,5635,3711,4.01,14881.11,14312.9,568.21,2130,70.5
CHC-00515,Coconut White Chocolate Wafer Bar,Terra Cacao,White,Melbourne Factory N,Australia,Global Cocoa Partners,1242,1117,3.83,4278.11,2819.34,1458.77,271,91.5
CHC-00516,Biscuit Milk Chocolate Coated Nuts,Rainforest Bloom,Milk,Lima Factory S,Peru,Continental Sugar Corp,3916,3261,3.95,12880.95,7244.6,5636.35,694,82.8
CHC-00517,Biscuit Milk Chocolate Drops,Sunset Grove Chocolate,Milk,Turin Factory J,Italy,Andes Bean Exporters,17264,15032,2.8,42089.6,20716.8,21372.8,2481,73.3
CHC-00518,Single Origin Dark Chocolate Squares,Noir Origins,Dark,Jakarta Factory O,Indonesia,EcoPack Solutions,6587,5084,4.74,24098.16,17126.2,6971.96,1662,85.9
CHC-00519,Cranberry Walnut Fruit & Nut Chocolate Pralines,Ember & Oak,Fruit & Nut,Lima Factory S,Peru,Continental Sugar Corp,4451,4168,4.58,19089.44,9302.59,9786.85,579,77.5
CHC-00520,Bakers Classic Compound Chocolate Pralines,Cacao Nomad,Compound,Melbourne Factory N,Australia,Amazon Cacao Growers,10109,7942,2.47,19616.74,15365.68,4251.06,2301,93.7
CHC-00521,Confectionery Grade Compound Chocolate Pralines,Amber Cacao Co.,Compound,Toronto Factory B,Canada,EcoPack Solutions,4941,4508,1.61,7257.88,3705.75,3552.13,544,84.8
CHC-00522,Biscuit Milk Chocolate Chips (Baking),Ember & Oak,Milk,Melbourne Factory N,Australia,Sahara Nut Suppliers,2274,2139,3.4,7272.6,4388.82,2883.78,280,86.8
CHC-00523,Coconut White Chocolate Filled Bar,TruffleWorks,White,Accra Factory T,Ghana,Coastal Coconut Co.,4916,3999,2.06,8237.94,6685.76,1552.18,1040,94.9
CHC-00524,Sea Salt Milk Chocolate Truffle Box,Whisk & Wonder,Milk,Osaka Factory M,Japan,Amazon Cacao Growers,3640,3327,3.09,10280.43,6879.6,3400.83,416,75.6
CHC-00525,Biscuit Milk Chocolate Wafer Bar,Northstar Confectionery,Milk,Zurich Factory E,Switzerland,Sunrise Vanilla Farms,5203,5477,4.2,23003.4,11654.72,11348.68,22,88.6
CHC-00526,Roasted Almond Chocolate Truffle Box,Golden Bean Co.,Almond,Shanghai Factory L,China,Meridian Cacao Exchange,3293,2813,3.21,9029.73,6421.35,2608.38,514,94.4
CHC-00527,Honeycomb Milk Chocolate Bar,Pure Bloom Chocolatiers,Milk,Turin Factory J,Italy,Global Cocoa Partners,1416,1430,2.98,4261.4,2308.08,1953.32,240,91.4
CHC-00528,Single Origin Dark Chocolate Chips (Baking),Silk Route Chocolate,Dark,Sao Paulo Factory P,Brazil,Continental Sugar Corp,4457,3843,5.41,20790.63,16134.34,4656.29,686,80.8
CHC-00529,Oat Milk Blend Vegan Dark Chocolate Squares,Auric Chocolate,Vegan Dark,Bordeaux Factory D,France,Global Cocoa Partners,8262,9088,5.36,48711.68,25694.82,23016.86,10,90.4
CHC-00530,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Maison Cacao,Fruit & Nut,Antwerp Factory A,Belgium,Sahara Nut Suppliers,5636,4937,2.96,14613.52,7721.32,6892.2,880,99.7
CHC-00531,Bakers Classic Compound Chocolate Bar,Sunset Grove Chocolate,Compound,Zurich Factory E,Switzerland,Andes Bean Exporters,16614,14048,1.49,20931.52,10466.82,10464.7,2611,81.4
CHC-00532,Bakers Classic Compound Chocolate Coated Nuts,Blue Ridge Chocolatiers,Compound,Lima Factory S,Peru,Ghana Bean Collective,2918,3148,1.93,6075.64,2655.38,3420.26,22,83.9
CHC-00533,Gianduja Style Hazelnut Chocolate Pralines,Golden Bean Co.,Hazelnut,Hershey Falls Factory X,USA,Alpine Dairy Co.,3364,2080,4.6,9568.0,7468.08,2099.92,1554,92.3
CHC-00534,Honeycomb Milk Chocolate Bar,Highland Cacao,Milk,Bruges Factory D,Belgium,Nordic Milk Co.,1774,1821,2.99,5444.79,2341.68,3103.11,10,87.8
CHC-00535,Marzipan Style Almond Chocolate Squares,Amber Cacao Co.,Almond,Cologne Factory F,Germany,Ghana Bean Collective,3246,3001,4.27,12814.27,8991.42,3822.85,333,86.4
CHC-00536,Soft Caramel Core Chocolate Truffle Box,Noir Origins,Caramel,Guayaquil Factory Q,Ecuador,Ivory Cocoa Traders,2258,1977,3.57,7057.89,4493.42,2564.47,308,99.8
CHC-00537,Sea Salt Milk Chocolate Drops,Amber Cacao Co.,Milk,Toronto Factory B,Canada,Amazon Cacao Growers,3972,3445,3.35,11540.75,6871.56,4669.19,803,83.1
CHC-00538,Sea Salt Milk Chocolate Truffle Box,Cacao & Co.,Milk,Cologne Factory F,Germany,Alpine Dairy Co.,4986,4161,4.26,17725.86,13861.08,3864.78,1042,94.0
