OrderID,CustomerName,ProductID,ProductName,Quantity,OrderDate,DeliveryStatus,Country,RevenueUSD
ORD-10515,Miller PLC,CHC-00420,Roasted Almond Chocolate Drops,62,2026-05-08,Delivered,Japan,194.68
ORD-10516,Kerr Inc,CHC-01014,Organic Raw Cacao Chocolate Chips (Baking),20,2025-12-16,Delivered,Netherlands,109.4
ORD-10517,Benson-Nguyen,CHC-01227,Original Ruby Chocolate Squares,17,2026-06-10,Processing,France,96.9
ORD-10518,"Ramos, Barnett and Gibson",CHC-00874,Espresso Infused Dark Chocolate Filled Bar,106,2025-12-22,Delivered,Germany,507.74
ORD-10519,"Smith, Francis and Castaneda",CHC-01264,85% Extra Bold Dark Chocolate Squares,26,2026-01-04,Delivered,USA,101.66
ORD-10520,"Peterson, Payne and James",CHC-00932,Diabetic Friendly Sugar-Free Chocolate Coated Nuts,44,2026-04-25,Pending,United Kingdom,137.28
ORD-10521,"Moody, Booth and Kelly",CHC-00871,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,11,2026-03-13,Processing,France,34.87
ORD-10522,Long PLC,CHC-00746,Gianduja Style Hazelnut Chocolate Bar,42,2026-03-17,Delivered,USA,188.16
ORD-10523,Salazar-Byrd,CHC-00075,Salted Butter Caramel Chocolate Gift Box,23,2026-01-30,Delivered,Germany,95.45
ORD-10524,Jones-Salinas,CHC-01123,Bakers Classic Compound Chocolate Truffle Box,114,2025-10-17,Processing,UAE,270.18
ORD-10525,"Walker, Salazar and Baker",CHC-00991,Espresso Infused Dark Chocolate Filled Bar,25,2026-04-10,Pending,Colombia,125.5
ORD-10526,Mathews-Bailey,CHC-00534,Honeycomb Milk Chocolate Bar,12,2026-04-22,Shipped,Belgium,35.88
ORD-10527,"Woods, Walker and Thomas",CHC-00810,Praline Hazelnut Chocolate Gift Box,84,2026-04-16,Delivered,UAE,398.16
ORD-10528,"Diaz, Harris and Jackson",CHC-00728,Organic Raw Cacao Chocolate Filled Bar,89,2026-02-25,Delivered,Netherlands,545.57
ORD-10529,Allen-Jackson,CHC-01315,Almond Crunch Chocolate Drops,61,2026-06-26,Shipped,Switzerland,326.35
ORD-10530,"Stevens, Davidson and Carey",CHC-01395,Espresso Infused Dark Chocolate Squares,52,2025-10-28,Delivered,China,325.0
ORD-10531,"Parrish, Williams and James",CHC-01045,Almond Crunch Chocolate Coated Nuts,28,2025-12-30,Delivered,Brazil,95.48
ORD-10532,Martinez-Moore,CHC-01486,Classic Sugar-Free Chocolate Bar,15,2025-12-11,Delivered,Canada,47.4
ORD-10533,Brooks-Diaz,CHC-00117,Sea Salt Caramel Chocolate Filled Bar,34,2026-05-18,Delivered,Indonesia,133.96
ORD-10534,"Pratt, Boyd and Chavez",CHC-01226,Classic Sugar-Free Chocolate Coated Nuts,5,2026-07-04,Shipped,Belgium,19.05
ORD-10535,Hill LLC,CHC-00363,Espresso Infused Dark Chocolate Filled Bar,88,2026-03-30,Pending,India,288.64
ORD-10536,Neal-Cole,CHC-00606,Lemon Zest White Chocolate Drops,44,2026-02-19,Delivered,China,136.4
ORD-10537,Cross-Thompson,CHC-00973,Organic Raw Cacao Chocolate Gift Box,16,2026-03-05,Shipped,USA,68.32
ORD-10538,"Hernandez, Frazier and Richardson",CHC-01272,Stevia Sweetened Sugar-Free Chocolate Wafer Bar,29,2026-05-28,Processing,Switzerland,129.63
ORD-10539,"Keller, Dean and Mills",CHC-01126,Vanilla Bean White Chocolate Drops,7,2026-01-20,Processing,Canada,30.8
ORD-10540,King-Hawkins,CHC-01428,Lemon Zest White Chocolate Coated Nuts,11,2026-04-21,Delivered,South Africa,26.07
ORD-10541,Duncan Inc,CHC-00376,Vanilla Bean White Chocolate Filled Bar,34,2026-01-09,Delivered,Peru,91.12
ORD-10542,"White, Robbins and Hill",CHC-01194,Coconut Sugar Vegan Dark Chocolate Truffle Box,40,2026-06-20,Pending,USA,180.0
ORD-10543,Scott-Baker,CHC-00464,Raspberry Swirl White Chocolate Squares,11,2026-06-02,Delivered,Germany,39.71
ORD-10544,Davis-Fields,CHC-01239,Stevia Sweetened Sugar-Free Chocolate Wafer Bar,39,2026-02-10,Processing,Japan,230.1
ORD-10545,Harris Group,CHC-00233,Roasted Almond Chocolate Filled Bar,32,2026-01-21,Delivered,Mexico,127.36
ORD-10546,Williamson-Watson,CHC-00472,Biscuit Milk Chocolate Squares,18,2025-12-19,Pending,Canada,41.58
ORD-10547,Love Group,CHC-01454,Classic Milk Chocolate Bar,183,2025-12-27,Shipped,Australia,503.25
ORD-10548,Williams-Mullins,CHC-00101,Biscuit Milk Chocolate Gift Box,48,2026-06-21,Processing,Belgium,207.84
ORD-10549,Jordan-Lawson,CHC-00121,Coconut White Chocolate Chips (Baking),7,2025-10-25,Delivered,Switzerland,20.37
ORD-10550,Gomez-Cruz,CHC-01117,Salted Butter Caramel Chocolate Truffle Box,138,2026-03-04,Delivered,Italy,523.02
ORD-10551,"Anderson, Montgomery and Levine",CHC-00721,Sea Salt Caramel Chocolate Filled Bar,10,2026-03-13,Delivered,France,26.7
ORD-10552,"Carpenter, Brown and Harris",CHC-00172,Marzipan Style Almond Chocolate Squares,49,2026-01-07,Delivered,Germany,211.68
ORD-10553,Miller Group,CHC-01191,70% Intense Dark Chocolate Pralines,64,2026-06-02,Delivered,USA,250.88
ORD-10554,Long-Perry,CHC-01484,Almond Crunch Chocolate Truffle Box,24,2026-02-04,Delivered,USA,127.2
ORD-10555,"Sherman, Johnson and Watkins",CHC-00119,Soft Caramel Core Chocolate Coated Nuts,47,2026-01-04,Shipped,United Kingdom,162.15
ORD-10556,Mcconnell-Haynes,CHC-00238,Original Ruby Chocolate Chips (Baking),23,2026-05-06,Pending,Cote d'Ivoire,175.26
ORD-10557,Perry-Wells,CHC-00562,70% Intense Dark Chocolate Squares,19,2026-05-14,Delivered,Cote d'Ivoire,106.02
ORD-10558,Gonzales Group,CHC-01233,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),19,2025-10-23,Delivered,United Kingdom,76.76
ORD-10559,Hunt Inc,CHC-00184,Coconut White Chocolate Coated Nuts,7,2026-03-05,Pending,South Africa,26.74
ORD-10560,"Hall, Gonzalez and Weaver",CHC-01240,Classic Milk Chocolate Truffle Box,7,2026-07-23,Pending,Switzerland,18.13
ORD-10561,"Carter, Rivera and Hughes",CHC-00882,Diabetic Friendly Sugar-Free Chocolate Pralines,12,2025-12-08,Delivered,Switzerland,43.2
ORD-10562,Wilson-Walker,CHC-01158,Almond Crunch Chocolate Chips (Baking),109,2025-12-20,Delivered,Netherlands,545.0
ORD-10563,Duncan Inc,CHC-00077,70% Intense Dark Chocolate Wafer Bar,13,2026-01-02,Pending,Indonesia,77.87
ORD-10564,Crawford and Sons,CHC-00846,Sea Salt Milk Chocolate Filled Bar,23,2025-12-22,Delivered,Japan,102.35
ORD-10565,"Gibson, Holloway and Gonzalez",CHC-00111,Bakers Classic Compound Chocolate Wafer Bar,51,2025-11-12,Pending,China,95.37
ORD-10566,Webb-Brown,CHC-00354,Plant-Based Classic Vegan Dark Chocolate Pralines,33,2026-07-19,Pending,Switzerland,174.9
ORD-10567,"Adkins, Bridges and Taylor",CHC-01040,Praline Hazelnut Chocolate Coated Nuts,28,2025-12-18,Shipped,Mexico,162.4
ORD-10568,Montoya-Wiggins,CHC-00238,Original Ruby Chocolate Chips (Baking),51,2026-07-18,Shipped,Cote d'Ivoire,388.62
ORD-10569,Flores and Sons,CHC-01466,Value Pack Compound Chocolate Gift Box,14,2026-04-26,Processing,France,18.06
ORD-10570,"Hendrix, Lopez and Ryan",CHC-01389,Berry Burst Ruby Chocolate Bar,50,2026-05-11,Delivered,China,232.5
ORD-10571,"Baker, Edwards and Scott",CHC-00944,Organic Fair-Trade Chocolate Drops,115,2026-05-01,Pending,Netherlands,555.45
ORD-10572,Peters-Dixon,CHC-00373,Almond Crunch Chocolate Squares,32,2025-10-11,Processing,Mexico,152.64
ORD-10573,Becker-Parker,CHC-01114,Classic Milk Chocolate Pralines,10,2026-04-15,Pending,Ecuador,33.8
ORD-10574,Delacruz Group,CHC-00411,Bakers Classic Compound Chocolate Filled Bar,21,2026-05-01,Shipped,Japan,32.34
ORD-10575,"Scott, Harris and Williams",CHC-00109,Gianduja Style Hazelnut Chocolate Bar,24,2025-12-08,Pending,Mexico,107.28
ORD-10576,"Pearson, Randolph and Douglas",CHC-01309,Vanilla Bean White Chocolate Truffle Box,31,2025-11-23,Delivered,Ecuador,112.53
ORD-10577,"Silva, Diaz and Solis",CHC-00162,Biscuit Milk Chocolate Filled Bar,32,2026-01-29,Processing,Belgium,86.72
ORD-10578,Bryant Ltd,CHC-00188,Honeycomb Milk Chocolate Coated Nuts,49,2026-03-12,Shipped,Switzerland,183.26
ORD-10579,"Beck, Daniel and Smith",CHC-01445,Confectionery Grade Compound Chocolate Filled Bar,133,2026-06-03,Pending,Ecuador,184.87
ORD-10580,Ortiz PLC,CHC-01207,Confectionery Grade Compound Chocolate Gift Box,39,2026-01-12,Delivered,USA,72.54
ORD-10581,Johnson-Robinson,CHC-01267,Espresso Infused Dark Chocolate Coated Nuts,26,2026-06-28,Delivered,Ghana,118.82
ORD-10582,Carter-Page,CHC-00368,Praline Hazelnut Chocolate Squares,82,2025-11-12,Shipped,France,267.32
ORD-10583,"Bishop, Sullivan and Luna",CHC-00606,Lemon Zest White Chocolate Drops,8,2025-12-29,Shipped,China,24.8
ORD-10584,Humphrey Inc,CHC-00508,Gianduja Style Hazelnut Chocolate Drops,61,2026-05-03,Delivered,Switzerland,345.87
ORD-10585,Hamilton Ltd,CHC-00667,Espresso Infused Dark Chocolate Gift Box,75,2025-12-18,Processing,Ghana,266.25
ORD-10586,Williams Inc,CHC-00966,Praline Hazelnut Chocolate Filled Bar,19,2026-07-27,Shipped,Canada,57.76
ORD-10587,"Crawford, Smith and Griffith",CHC-00651,Whole Hazelnut Chocolate Squares,36,2026-02-18,Pending,Netherlands,142.2
ORD-10588,"Owen, Jimenez and Craig",CHC-00578,Diabetic Friendly Sugar-Free Chocolate Gift Box,29,2026-07-31,Processing,USA,134.56
ORD-10589,"Goodman, Pham and Ferguson",CHC-00279,Lemon Zest White Chocolate Coated Nuts,24,2025-11-24,Shipped,Netherlands,97.68
ORD-10590,Thomas Ltd,CHC-01372,Organic Fair-Trade Chocolate Squares,136,2026-04-20,Delivered,France,477.36
ORD-10591,Black Group,CHC-01190,Classic Sugar-Free Chocolate Chips (Baking),22,2026-06-01,Pending,Brazil,91.96
ORD-10592,Harris Inc,CHC-01414,Salted Butter Caramel Chocolate Truffle Box,30,2026-02-25,Shipped,Italy,99.3
ORD-10593,Perry Ltd,CHC-00075,Salted Butter Caramel Chocolate Gift Box,31,2026-06-13,Processing,Germany,128.65
ORD-10594,Mccarthy-Ramos,CHC-00334,Organic Fair-Trade Chocolate Drops,28,2026-02-26,Delivered,Switzerland,103.6
ORD-10595,Moore-Brown,CHC-01112,Berry Burst Ruby Chocolate Chips (Baking),19,2026-01-30,Delivered,Belgium,111.91
ORD-10596,"Anderson, Moore and Griffin",CHC-00773,70% Intense Dark Chocolate Squares,64,2025-10-19,Processing,South Africa,302.72
ORD-10597,Baxter LLC,CHC-01135,Praline Hazelnut Chocolate Truffle Box,41,2025-11-17,Delivered,Netherlands,199.67
ORD-10598,"Castro, Moore and Barr",CHC-00945,Biscuit Milk Chocolate Chips (Baking),8,2026-07-27,Pending,France,30.72
ORD-10599,Dunn-Lewis,CHC-00338,Marzipan Style Almond Chocolate Bar,80,2026-06-19,Delivered,Colombia,271.2
ORD-10600,"Whitney, Myers and Johnson",CHC-00954,Whole Hazelnut Chocolate Wafer Bar,34,2026-04-22,Processing,China,124.78
ORD-10601,Moore-Carter,CHC-00993,Espresso Infused Dark Chocolate Coated Nuts,94,2026-07-06,Delivered,China,517.94
ORD-10602,"Gardner, Davis and Marshall",CHC-00918,Almond Crunch Chocolate Bar,61,2026-05-24,Pending,Australia,184.22
ORD-10603,"White, Cook and Morales",CHC-00218,70% Intense Dark Chocolate Truffle Box,13,2026-06-04,Shipped,Peru,43.55
ORD-10604,Poole Inc,CHC-00907,Roasted Almond Chocolate Squares,12,2025-10-12,Delivered,Belgium,36.0
ORD-10605,"Mclean, Ferrell and Ayers",CHC-00583,Original Ruby Chocolate Chips (Baking),26,2026-01-07,Delivered,Netherlands,187.98
ORD-10606,"Jones, Burns and Smith",CHC-00884,Raisin & Almond Fruit & Nut Chocolate Squares,15,2025-10-14,Delivered,Canada,49.95
ORD-10607,Preston-Durham,CHC-00879,Biscuit Milk Chocolate Pralines,18,2026-02-05,Shipped,Belgium,39.24
ORD-10608,Washington LLC,CHC-00315,70% Intense Dark Chocolate Coated Nuts,12,2026-05-28,Pending,Cote d'Ivoire,35.76
ORD-10609,"Silva, Avila and Harris",CHC-01441,Organic Fair-Trade Chocolate Squares,33,2026-06-23,Pending,France,157.74
ORD-10610,Nelson-Orozco,CHC-00303,Classic Milk Chocolate Gift Box,11,2026-02-24,Delivered,India,38.06
ORD-10611,Riley LLC,CHC-00377,Espresso Infused Dark Chocolate Squares,69,2025-11-16,Delivered,Belgium,189.75
ORD-10612,Carpenter Inc,CHC-01309,Vanilla Bean White Chocolate Truffle Box,51,2026-01-30,Delivered,Ecuador,185.13
ORD-10613,Cooper and Sons,CHC-00383,85% Extra Bold Dark Chocolate Pralines,23,2026-07-12,Processing,Brazil,117.3
ORD-10614,"Evans, Jackson and Bell",CHC-00317,70% Intense Dark Chocolate Bar,22,2026-01-08,Shipped,Brazil,108.02
ORD-10615,Wright-Newton,CHC-00479,Salted Butter Caramel Chocolate Coated Nuts,67,2025-12-04,Delivered,Japan,285.42
ORD-10616,Rodriguez LLC,CHC-00621,Classic Milk Chocolate Gift Box,91,2025-12-10,Delivered,Ecuador,269.36
ORD-10617,Cummings Group,CHC-00004,Cranberry Walnut Fruit & Nut Chocolate Pralines,34,2025-12-09,Processing,Germany,124.1
ORD-10618,Burgess Inc,CHC-00060,Bakers Classic Compound Chocolate Wafer Bar,33,2025-11-21,Processing,South Africa,42.9
ORD-10619,Larson Group,CHC-00317,70% Intense Dark Chocolate Bar,25,2026-04-10,Shipped,Brazil,122.75
ORD-10620,Johnson PLC,CHC-00919,Raisin & Almond Fruit & Nut Chocolate Coated Nuts,39,2026-07-24,Delivered,Italy,174.72
ORD-10621,"Davis, Lucas and Anderson",CHC-00983,Biscuit Milk Chocolate Coated Nuts,6,2026-06-14,Processing,Brazil,15.18
ORD-10622,"Hood, Jones and Luna",CHC-01333,Organic Raw Cacao Chocolate Pralines,35,2026-07-13,Shipped,France,227.15
ORD-10623,"Martin, Jackson and David",CHC-00261,Coconut Sugar Vegan Dark Chocolate Coated Nuts,51,2026-06-12,Delivered,Switzerland,277.95
ORD-10624,Smith-Newman,CHC-00983,Biscuit Milk Chocolate Coated Nuts,16,2026-03-07,Processing,Brazil,40.48
ORD-10625,Turner-Green,CHC-01439,Tropical Mix Fruit & Nut Chocolate Drops,6,2026-03-24,Delivered,France,31.98
ORD-10626,Koch Inc,CHC-00371,Soft Caramel Core Chocolate Pralines,88,2026-05-17,Shipped,India,418.88
ORD-10627,Crawford PLC,CHC-00311,Classic Sugar-Free Chocolate Filled Bar,9,2026-03-06,Delivered,Japan,30.24
ORD-10628,"Wilson, Mcdonald and Martin",CHC-00902,Whole Hazelnut Chocolate Wafer Bar,43,2026-04-14,Delivered,Belgium,250.26
ORD-10629,"Williams, Scott and Avery",CHC-00771,Organic Single Origin Chocolate Bar,11,2025-10-25,Pending,China,69.96
ORD-10630,Powell-Harris,CHC-01163,Espresso Infused Dark Chocolate Drops,15,2026-01-13,Shipped,Netherlands,77.85
ORD-10631,Kerr Ltd,CHC-00642,Sea Salt Milk Chocolate Squares,17,2026-03-11,Shipped,Brazil,40.97
ORD-10632,"Shaw, Macdonald and Smith",CHC-00400,Bakers Classic Compound Chocolate Pralines,109,2026-05-30,Delivered,South Africa,272.5
ORD-10633,Freeman Ltd,CHC-01322,Honeycomb Milk Chocolate Filled Bar,16,2026-07-22,Processing,Brazil,43.04
ORD-10634,"Clark, Manning and Miller",CHC-00955,Oat Milk Blend Vegan Dark Chocolate Gift Box,15,2025-11-29,Delivered,India,54.15
ORD-10635,Hernandez LLC,CHC-00100,Marzipan Style Almond Chocolate Bar,28,2026-06-01,Delivered,Belgium,84.84
ORD-10636,Coleman PLC,CHC-00775,Sea Salt Caramel Chocolate Chips (Baking),55,2026-02-14,Delivered,Brazil,235.95
ORD-10637,"Rodriguez, Hudson and Martinez",CHC-00686,Praline Hazelnut Chocolate Squares,91,2026-07-09,Delivered,Netherlands,329.42
ORD-10638,"Lane, Young and Larson",CHC-00589,Praline Hazelnut Chocolate Coated Nuts,204,2026-01-19,Delivered,Switzerland,758.88
ORD-10639,"Page, Brown and Sanchez",CHC-00340,Bakers Classic Compound Chocolate Chips (Baking),15,2026-07-30,Pending,Italy,25.35
ORD-10640,"Rogers, Garcia and Lewis",CHC-00099,Vanilla Bean White Chocolate Wafer Bar,41,2026-02-19,Processing,Australia,89.79
ORD-10641,"Thompson, Torres and Miller",CHC-01153,Classic Sugar-Free Chocolate Pralines,50,2026-06-08,Delivered,Australia,226.0
ORD-10642,Vargas-White,CHC-00054,Raisin & Almond Fruit & Nut Chocolate Drops,67,2026-01-25,Delivered,Canada,195.64
ORD-10643,Bentley-Jenkins,CHC-00758,Sea Salt Milk Chocolate Drops,23,2026-01-03,Delivered,USA,99.36
ORD-10644,Johnson-Kramer,CHC-01052,Single Origin Dark Chocolate Drops,53,2026-04-21,Delivered,Ghana,285.67
ORD-10645,Gross Ltd,CHC-00476,Bakers Classic Compound Chocolate Wafer Bar,45,2026-08-02,Pending,Mexico,67.95
ORD-10646,Hernandez LLC,CHC-01205,Berry Burst Ruby Chocolate Squares,45,2025-12-25,Shipped,Netherlands,200.25
ORD-10647,Harris and Sons,CHC-01164,Raspberry Swirl White Chocolate Wafer Bar,15,2026-07-20,Delivered,Switzerland,63.75
ORD-10648,"Rivera, Daugherty and Osborn",CHC-00670,85% Extra Bold Dark Chocolate Coated Nuts,107,2026-03-10,Pending,Ghana,289.97
ORD-10649,Johnson-Fox,CHC-01216,Sea Salt Milk Chocolate Bar,24,2026-02-17,Processing,USA,71.76
ORD-10650,Odonnell-Walton,CHC-00227,Plant-Based Classic Vegan Dark Chocolate Gift Box,43,2026-03-09,Delivered,Switzerland,175.87
ORD-10651,"Brown, Delacruz and Williams",CHC-00254,Espresso Infused Dark Chocolate Chips (Baking),12,2025-11-29,Delivered,Peru,59.04
ORD-10652,Buchanan-Davis,CHC-00158,Classic Sugar-Free Chocolate Filled Bar,72,2026-05-02,Processing,Indonesia,342.72
ORD-10653,"Mata, Aguilar and Pratt",CHC-00403,Sea Salt Caramel Chocolate Chips (Baking),17,2025-11-05,Delivered,France,80.58
ORD-10654,Chambers-Reese,CHC-00517,Biscuit Milk Chocolate Drops,76,2026-04-21,Delivered,Italy,212.8
ORD-10655,Green Ltd,CHC-00304,Espresso Infused Dark Chocolate Bar,27,2025-10-15,Delivered,Mexico,168.48
ORD-10656,Conway-Mcgee,CHC-00101,Biscuit Milk Chocolate Gift Box,124,2026-01-26,Processing,Belgium,536.92
ORD-10657,"Garza, Graham and Bryan",CHC-01293,Coconut White Chocolate Pralines,27,2026-06-12,Delivered,Brazil,76.95
ORD-10658,"Evans, Woodward and Schmidt",CHC-01480,Classic Milk Chocolate Gift Box,34,2025-12-13,Delivered,Switzerland,149.6
ORD-10659,"Wilson, Schmitt and Cobb",CHC-00386,Original Ruby Chocolate Truffle Box,31,2026-07-23,Pending,Belgium,193.13
ORD-10660,Christensen-Abbott,CHC-01205,Berry Burst Ruby Chocolate Squares,41,2026-06-11,Shipped,Netherlands,182.45
ORD-10661,Gonzalez Group,CHC-00676,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,17,2025-11-21,Delivered,Ecuador,84.15
ORD-10662,"Young, Vasquez and Odonnell",CHC-00552,Whole Hazelnut Chocolate Truffle Box,16,2025-10-26,Delivered,Cote d'Ivoire,81.44
ORD-10663,"Preston, Williams and Alvarado",CHC-00011,Biscuit Milk Chocolate Bar,54,2026-05-21,Delivered,France,157.68
ORD-10664,Leon-Vega,CHC-00370,85% Extra Bold Dark Chocolate Squares,53,2025-11-21,Shipped,Indonesia,226.31
ORD-10665,Petersen-Sullivan,CHC-00218,70% Intense Dark Chocolate Truffle Box,58,2026-06-08,Delivered,Peru,194.3
ORD-10666,Perez Ltd,CHC-00496,Almond Crunch Chocolate Wafer Bar,20,2025-11-18,Shipped,Canada,91.0
ORD-10667,Alvarado-Strong,CHC-00540,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),41,2026-04-18,Delivered,Belgium,210.74
ORD-10668,Mcguire-Smith,CHC-00869,Sea Salt Caramel Chocolate Truffle Box,29,2026-03-17,Delivered,South Africa,85.55
ORD-10669,Munoz-Tapia,CHC-00318,Espresso Infused Dark Chocolate Wafer Bar,253,2025-12-22,Delivered,South Africa,1406.68
ORD-10670,Barnes-Jacobs,CHC-00253,Praline Hazelnut Chocolate Pralines,40,2026-07-29,Delivered,Australia,237.6
ORD-10671,Thomas-Gardner,CHC-01322,Honeycomb Milk Chocolate Filled Bar,31,2026-05-28,Delivered,Brazil,83.39
ORD-10672,Gomez Group,CHC-00248,Confectionery Grade Compound Chocolate Gift Box,189,2026-04-01,Pending,Ecuador,436.59
ORD-10673,"Johnson, Rogers and Riddle",CHC-01280,Stevia Sweetened Sugar-Free Chocolate Coated Nuts,46,2026-05-16,Shipped,Belgium,237.82
ORD-10674,Haynes Group,CHC-00400,Bakers Classic Compound Chocolate Pralines,67,2026-04-21,Shipped,South Africa,167.5
ORD-10675,Guerrero-Roman,CHC-00437,Biscuit Milk Chocolate Truffle Box,62,2025-11-28,Shipped,USA,167.4
ORD-10676,Robinson Ltd,CHC-00120,Oat Milk Blend Vegan Dark Chocolate Gift Box,49,2026-02-24,Delivered,France,307.72
ORD-10677,Bennett and Sons,CHC-01453,Honeycomb Milk Chocolate Coated Nuts,182,2025-11-04,Delivered,Germany,749.84
ORD-10678,Nelson-Rosario,CHC-00014,Sea Salt Milk Chocolate Chips (Baking),70,2026-06-24,Delivered,France,146.3
ORD-10679,Jackson-Bell,CHC-00709,Single Origin Dark Chocolate Filled Bar,145,2026-03-26,Pending,China,414.7
ORD-10680,"Macias, Horne and Parker",CHC-00009,Confectionery Grade Compound Chocolate Drops,14,2026-04-16,Shipped,Germany,21.98
ORD-10681,Sosa-Hunter,CHC-01223,70% Intense Dark Chocolate Pralines,35,2025-12-31,Pending,South Africa,213.85
ORD-10682,"Lopez, Rivas and Martin",CHC-00836,Classic Sugar-Free Chocolate Pralines,73,2026-01-04,Delivered,Netherlands,434.35
ORD-10683,"Smith, Castaneda and Garcia",CHC-00244,Organic Raw Cacao Chocolate Gift Box,25,2026-07-14,Processing,Belgium,125.5
ORD-10684,Gibson Ltd,CHC-00865,Sea Salt Milk Chocolate Coated Nuts,34,2026-04-02,Delivered,Cote d'Ivoire,125.12
ORD-10685,Doyle-Lowe,CHC-01081,Raspberry Swirl White Chocolate Pralines,20,2026-02-15,Delivered,South Africa,52.8
ORD-10686,"Navarro, Mullins and Wade",CHC-01071,Bakers Classic Compound Chocolate Bar,104,2026-01-09,Delivered,Indonesia,204.88
ORD-10687,Mcfarland LLC,CHC-00075,Salted Butter Caramel Chocolate Gift Box,9,2025-12-16,Delivered,Germany,37.35
ORD-10688,"Perry, Robertson and Rivera",CHC-00710,Praline Hazelnut Chocolate Chips (Baking),238,2026-03-17,Delivered,Ecuador,871.08
ORD-10689,Rosario-Cox,CHC-01040,Praline Hazelnut Chocolate Coated Nuts,48,2026-03-20,Pending,Mexico,278.4
ORD-10690,"Fletcher, Parks and Pace",CHC-00756,Roasted Almond Chocolate Pralines,29,2026-01-08,Pending,Indonesia,98.6
ORD-10691,"Brown, Pena and Snyder",CHC-01370,Espresso Infused Dark Chocolate Chips (Baking),22,2026-06-20,Shipped,Australia,81.62
ORD-10692,"Cherry, Brown and Davenport",CHC-01224,Berry Burst Ruby Chocolate Truffle Box,58,2026-03-28,Delivered,USA,364.24
ORD-10693,"Wilson, Bennett and Collins",CHC-00713,Marzipan Style Almond Chocolate Squares,24,2026-03-18,Delivered,Peru,82.32
ORD-10694,"Vance, Daniel and Brady",CHC-00398,Gianduja Style Hazelnut Chocolate Bar,8,2026-04-25,Shipped,Netherlands,43.2
ORD-10695,Vaughan Group,CHC-01168,Sea Salt Caramel Chocolate Drops,30,2025-11-04,Pending,USA,83.7
ORD-10696,Smith LLC,CHC-00469,Roasted Almond Chocolate Filled Bar,36,2025-12-17,Pending,Mexico,101.88
ORD-10697,Lopez PLC,CHC-00929,Sea Salt Milk Chocolate Gift Box,20,2026-01-03,Delivered,Mexico,50.4
ORD-10698,"Williams, Myers and Burgess",CHC-00234,Coconut Sugar Vegan Dark Chocolate Drops,21,2026-04-02,Processing,USA,126.63
ORD-10699,"Hendrix, Burton and Allen",CHC-00664,Value Pack Compound Chocolate Chips (Baking),16,2025-12-01,Delivered,Belgium,20.0
ORD-10700,"Johnson, Kelley and Russell",CHC-00492,Biscuit Milk Chocolate Coated Nuts,33,2026-05-14,Delivered,Switzerland,111.54
ORD-10701,Ballard Ltd,CHC-01026,Raspberry Swirl White Chocolate Pralines,117,2026-05-25,Delivered,United Kingdom,292.5
ORD-10702,"James, Mccarty and Mckinney",CHC-01498,Organic Fair-Trade Chocolate Pralines,50,2026-06-10,Delivered,Canada,228.5
ORD-10703,"Orr, Nguyen and Bass",CHC-00744,Organic Raw Cacao Chocolate Coated Nuts,23,2026-04-05,Shipped,Cote d'Ivoire,169.05
ORD-10704,Petersen-Leon,CHC-00379,Biscuit Milk Chocolate Gift Box,19,2026-03-10,Delivered,Australia,85.31
ORD-10705,English-Gonzalez,CHC-00695,Diabetic Friendly Sugar-Free Chocolate Drops,214,2025-12-23,Delivered,Belgium,1228.36
ORD-10706,Martin Ltd,CHC-01062,85% Extra Bold Dark Chocolate Pralines,23,2026-02-12,Delivered,South Africa,98.67
ORD-10707,"Jackson, Collins and Brown",CHC-00384,Bakers Classic Compound Chocolate Gift Box,60,2026-04-18,Delivered,Japan,86.4
ORD-10708,Mata-Waters,CHC-00167,Bakers Classic Compound Chocolate Coated Nuts,17,2026-07-29,Delivered,Canada,36.04
ORD-10709,Hayden-Lopez,CHC-01045,Almond Crunch Chocolate Coated Nuts,57,2026-01-13,Processing,Brazil,194.37
ORD-10710,Vance-Wells,CHC-01210,Plant-Based Classic Vegan Dark Chocolate Gift Box,45,2026-07-25,Delivered,UAE,214.65
ORD-10711,"Flores, Gonzales and Rodriguez",CHC-00516,Biscuit Milk Chocolate Coated Nuts,7,2025-12-12,Shipped,Peru,27.65
ORD-10712,Cox-Flores,CHC-00492,Biscuit Milk Chocolate Coated Nuts,100,2025-12-23,Delivered,Switzerland,338.0
ORD-10713,Adams-Harris,CHC-01009,85% Extra Bold Dark Chocolate Filled Bar,22,2026-01-10,Delivered,Netherlands,90.64
ORD-10714,"Cole, Hood and Walsh",CHC-00182,Lemon Zest White Chocolate Chips (Baking),88,2026-01-13,Delivered,Switzerland,267.52
ORD-10715,Williams-Ramirez,CHC-00824,Bakers Classic Compound Chocolate Wafer Bar,10,2026-05-19,Delivered,France,15.7
ORD-10716,"Harrison, Hansen and Lambert",CHC-00270,Roasted Almond Chocolate Bar,46,2026-07-25,Shipped,India,141.22
ORD-10717,Hill LLC,CHC-00782,Vanilla Bean White Chocolate Gift Box,38,2026-04-28,Processing,Australia,159.6
ORD-10718,"Lowery, Moreno and Roberts",CHC-00748,Raspberry Swirl White Chocolate Pralines,48,2025-10-26,Delivered,Ghana,147.36
