InventoryID,ProductID,ProductName,WarehouseLocation,StockQuantity,ReorderLevel,LastRestockedDate,StockStatus
INV-000226,CHC-00674,Espresso Infused Dark Chocolate Filled Bar,Asia Pacific Distribution Center,477,127,2026-07-12,In Stock
INV-000227,CHC-00333,Salted Butter Caramel Chocolate Wafer Bar,North America Distribution Center,251,58,2026-07-04,In Stock
INV-000228,CHC-00120,Oat Milk Blend Vegan Dark Chocolate Gift Box,Asia Pacific Distribution Center,776,265,2026-06-18,In Stock
INV-000229,CHC-00951,Sea Salt Milk Chocolate Pralines,North America Distribution Center,823,285,2026-06-21,In Stock
INV-000230,CHC-00085,Classic Milk Chocolate Bar,Europe Distribution Center,541,101,2026-06-26,In Stock
INV-000231,CHC-01378,Whole Hazelnut Chocolate Squares,Asia Pacific Distribution Center,332,65,2026-07-13,In Stock
INV-000232,CHC-00139,Coconut White Chocolate Wafer Bar,Middle East & Africa Distribution Center,216,54,2026-07-21,In Stock
INV-000233,CHC-01167,Bakers Classic Compound Chocolate Coated Nuts,Middle East & Africa Distribution Center,286,47,2026-06-11,In Stock
INV-000234,CHC-01286,Espresso Infused Dark Chocolate Drops,Asia Pacific Distribution Center,331,74,2026-06-12,In Stock
INV-000235,CHC-00071,85% Extra Bold Dark Chocolate Filled Bar,Middle East & Africa Distribution Center,314,95,2026-07-13,In Stock
INV-000236,CHC-00732,70% Intense Dark Chocolate Pralines,Middle East & Africa Distribution Center,148,36,2026-06-16,In Stock
INV-000237,CHC-00742,Whole Hazelnut Chocolate Chips (Baking),Asia Pacific Distribution Center,1814,570,2026-07-02,In Stock
INV-000238,CHC-00640,Salted Butter Caramel Chocolate Drops,Asia Pacific Distribution Center,224,65,2026-07-14,In Stock
INV-000239,CHC-00475,Coconut White Chocolate Filled Bar,Latin America Distribution Center,530,157,2026-07-13,In Stock
INV-000240,CHC-00967,Raspberry Swirl White Chocolate Pralines,Middle East & Africa Distribution Center,142,37,2026-06-21,In Stock
INV-000241,CHC-00093,85% Extra Bold Dark Chocolate Truffle Box,Asia Pacific Distribution Center,540,115,2026-07-23,In Stock
INV-000242,CHC-00854,Salted Butter Caramel Chocolate Pralines,Europe Distribution Center,180,43,2026-06-06,In Stock
INV-000243,CHC-00977,Single Origin Dark Chocolate Chips (Baking),Europe Distribution Center,692,171,2026-07-08,In Stock
INV-000244,CHC-00787,Coconut White Chocolate Pralines,Asia Pacific Distribution Center,228,65,2026-06-29,In Stock
INV-000245,CHC-00073,Classic Milk Chocolate Gift Box,Europe Distribution Center,270,59,2026-06-15,In Stock
INV-000246,CHC-00274,Classic Sugar-Free Chocolate Wafer Bar,Middle East & Africa Distribution Center,424,105,2026-07-03,In Stock
INV-000247,CHC-00230,Sea Salt Caramel Chocolate Squares,Latin America Distribution Center,248,77,2026-06-25,In Stock
INV-000248,CHC-01161,70% Intense Dark Chocolate Coated Nuts,Latin America Distribution Center,674,132,2026-07-21,In Stock
INV-000249,CHC-01282,Soft Caramel Core Chocolate Gift Box,Middle East & Africa Distribution Center,216,48,2026-06-06,In Stock
INV-000250,CHC-00176,85% Extra Bold Dark Chocolate Drops,Latin America Distribution Center,213,32,2026-06-19,In Stock
INV-000251,CHC-00307,Bakers Classic Compound Chocolate Wafer Bar,Middle East & Africa Distribution Center,519,125,2026-07-07,In Stock
INV-000252,CHC-01085,Tropical Mix Fruit & Nut Chocolate Bar,Latin America Distribution Center,1082,199,2026-07-12,In Stock
INV-000253,CHC-00552,Whole Hazelnut Chocolate Truffle Box,North America Distribution Center,1047,260,2026-06-25,In Stock
INV-000254,CHC-00447,Espresso Infused Dark Chocolate Gift Box,Latin America Distribution Center,124,40,2026-07-20,In Stock
INV-000255,CHC-00441,Lemon Zest White Chocolate Coated Nuts,Latin America Distribution Center,1726,520,2026-07-30,In Stock
INV-000256,CHC-01370,Espresso Infused Dark Chocolate Chips (Baking),Middle East & Africa Distribution Center,590,115,2026-07-25,In Stock
INV-000257,CHC-01352,Marzipan Style Almond Chocolate Coated Nuts,Europe Distribution Center,745,210,2026-06-07,In Stock
INV-000258,CHC-01357,Single Origin Dark Chocolate Gift Box,Middle East & Africa Distribution Center,594,98,2026-07-15,In Stock
INV-000259,CHC-00367,Raspberry Swirl White Chocolate Squares,Europe Distribution Center,273,50,2026-07-27,In Stock
INV-000260,CHC-01152,Honeycomb Milk Chocolate Bar,Europe Distribution Center,150,25,2026-07-21,In Stock
INV-000261,CHC-01373,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Europe Distribution Center,1627,371,2026-07-30,In Stock
INV-000262,CHC-01158,Almond Crunch Chocolate Chips (Baking),Latin America Distribution Center,331,62,2026-07-19,In Stock
INV-000263,CHC-00560,Organic Fair-Trade Chocolate Gift Box,Latin America Distribution Center,2746,848,2026-07-06,In Stock
INV-000264,CHC-01246,Bakers Classic Compound Chocolate Wafer Bar,Latin America Distribution Center,1015,346,2026-06-17,In Stock
INV-000265,CHC-00795,Organic Single Origin Chocolate Coated Nuts,Asia Pacific Distribution Center,324,91,2026-06-10,In Stock
INV-000266,CHC-00145,Single Origin Dark Chocolate Truffle Box,Europe Distribution Center,925,179,2026-06-08,In Stock
INV-000267,CHC-00904,Marzipan Style Almond Chocolate Pralines,North America Distribution Center,197,53,2026-07-18,In Stock
INV-000268,CHC-00670,85% Extra Bold Dark Chocolate Coated Nuts,North America Distribution Center,631,202,2026-07-13,In Stock
INV-000269,CHC-01236,Organic Raw Cacao Chocolate Filled Bar,Middle East & Africa Distribution Center,224,60,2026-06-25,In Stock
INV-000270,CHC-00982,70% Intense Dark Chocolate Truffle Box,Middle East & Africa Distribution Center,376,119,2026-07-18,In Stock
INV-000271,CHC-00394,Classic Milk Chocolate Bar,Europe Distribution Center,381,100,2026-07-28,In Stock
INV-000272,CHC-01000,Citrus Ruby Chocolate Filled Bar,Middle East & Africa Distribution Center,575,158,2026-07-04,In Stock
INV-000273,CHC-00743,Citrus Ruby Chocolate Filled Bar,Latin America Distribution Center,508,76,2026-07-26,In Stock
INV-000274,CHC-00476,Bakers Classic Compound Chocolate Wafer Bar,Middle East & Africa Distribution Center,219,45,2026-06-11,In Stock
INV-000275,CHC-00848,Single Origin Dark Chocolate Pralines,Middle East & Africa Distribution Center,731,115,2026-06-17,In Stock
INV-000276,CHC-01024,Plant-Based Classic Vegan Dark Chocolate Drops,Asia Pacific Distribution Center,1368,331,2026-07-25,In Stock
INV-000277,CHC-00002,Raspberry Swirl White Chocolate Coated Nuts,Europe Distribution Center,199,61,2026-06-16,In Stock
INV-000278,CHC-00673,Sea Salt Caramel Chocolate Filled Bar,Middle East & Africa Distribution Center,176,47,2026-06-14,In Stock
INV-000279,CHC-00628,Gianduja Style Hazelnut Chocolate Squares,Latin America Distribution Center,50,12,2026-06-10,In Stock
INV-000280,CHC-00260,Honeycomb Milk Chocolate Drops,Latin America Distribution Center,394,73,2026-06-05,In Stock
INV-000281,CHC-00522,Biscuit Milk Chocolate Chips (Baking),Middle East & Africa Distribution Center,768,223,2026-06-22,In Stock
INV-000282,CHC-00246,Plant-Based Classic Vegan Dark Chocolate Truffle Box,North America Distribution Center,162,36,2026-07-13,In Stock
INV-000283,CHC-00075,Salted Butter Caramel Chocolate Gift Box,Asia Pacific Distribution Center,146,22,2026-06-23,In Stock
INV-000284,CHC-01428,Lemon Zest White Chocolate Coated Nuts,Europe Distribution Center,894,296,2026-06-08,In Stock
INV-000285,CHC-01094,Gianduja Style Hazelnut Chocolate Pralines,Europe Distribution Center,1027,234,2026-08-01,In Stock
INV-000286,CHC-00601,Coconut White Chocolate Wafer Bar,Latin America Distribution Center,289,58,2026-06-13,In Stock
INV-000287,CHC-00586,Bakers Classic Compound Chocolate Pralines,Latin America Distribution Center,316,71,2026-06-14,In Stock
INV-000288,CHC-00932,Diabetic Friendly Sugar-Free Chocolate Coated Nuts,Middle East & Africa Distribution Center,1182,396,2026-07-12,In Stock
INV-000289,CHC-01475,Biscuit Milk Chocolate Drops,Europe Distribution Center,796,176,2026-06-10,In Stock
INV-000290,CHC-00306,Organic Single Origin Chocolate Filled Bar,North America Distribution Center,735,202,2026-07-29,In Stock
INV-000291,CHC-01053,Berry Burst Ruby Chocolate Gift Box,Europe Distribution Center,2156,585,2026-06-29,In Stock
INV-000292,CHC-00831,Citrus Ruby Chocolate Bar,Asia Pacific Distribution Center,916,255,2026-07-30,In Stock
INV-000293,CHC-00083,Coconut White Chocolate Coated Nuts,Middle East & Africa Distribution Center,274,77,2026-06-05,In Stock
INV-000294,CHC-01398,Sea Salt Milk Chocolate Coated Nuts,Asia Pacific Distribution Center,1015,235,2026-07-17,In Stock
INV-000295,CHC-00864,Plant-Based Classic Vegan Dark Chocolate Chips (Baking),Europe Distribution Center,697,208,2026-07-21,In Stock
INV-000296,CHC-01082,Lemon Zest White Chocolate Chips (Baking),Europe Distribution Center,766,241,2026-08-01,In Stock
INV-000297,CHC-00476,Bakers Classic Compound Chocolate Wafer Bar,Europe Distribution Center,239,67,2026-07-02,In Stock
INV-000298,CHC-00387,Original Ruby Chocolate Bar,Europe Distribution Center,1142,175,2026-07-23,In Stock
INV-000299,CHC-00505,Sea Salt Caramel Chocolate Gift Box,Asia Pacific Distribution Center,2066,664,2026-07-14,In Stock
INV-000300,CHC-00424,85% Extra Bold Dark Chocolate Drops,Latin America Distribution Center,1323,348,2026-07-13,In Stock
INV-000301,CHC-01125,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Middle East & Africa Distribution Center,633,212,2026-07-23,In Stock
INV-000302,CHC-01200,Gianduja Style Hazelnut Chocolate Pralines,Middle East & Africa Distribution Center,353,114,2026-06-30,In Stock
INV-000303,CHC-00162,Biscuit Milk Chocolate Filled Bar,Asia Pacific Distribution Center,352,72,2026-07-04,In Stock
INV-000304,CHC-00348,Almond Crunch Chocolate Chips (Baking),Asia Pacific Distribution Center,755,113,2026-07-03,In Stock
INV-000305,CHC-00164,Diabetic Friendly Sugar-Free Chocolate Coated Nuts,North America Distribution Center,82,14,2026-07-11,In Stock
INV-000306,CHC-01493,Bakers Classic Compound Chocolate Wafer Bar,Middle East & Africa Distribution Center,434,119,2026-06-29,In Stock
INV-000307,CHC-00836,Classic Sugar-Free Chocolate Pralines,Europe Distribution Center,143,45,2026-07-19,In Stock
INV-000308,CHC-01286,Espresso Infused Dark Chocolate Drops,Asia Pacific Distribution Center,1954,616,2026-07-02,In Stock
INV-000309,CHC-00368,Praline Hazelnut Chocolate Squares,Middle East & Africa Distribution Center,176,47,2026-06-20,In Stock
INV-000310,CHC-01256,Sea Salt Caramel Chocolate Pralines,Europe Distribution Center,818,226,2026-06-30,In Stock
INV-000311,CHC-00808,Raspberry Swirl White Chocolate Filled Bar,Latin America Distribution Center,196,59,2026-06-05,In Stock
INV-000312,CHC-00020,Lemon Zest White Chocolate Chips (Baking),Asia Pacific Distribution Center,979,295,2026-06-12,In Stock
INV-000313,CHC-01466,Value Pack Compound Chocolate Gift Box,Middle East & Africa Distribution Center,443,113,2026-07-09,In Stock
INV-000314,CHC-00111,Bakers Classic Compound Chocolate Wafer Bar,Middle East & Africa Distribution Center,1321,384,2026-08-01,In Stock
INV-000315,CHC-00010,70% Intense Dark Chocolate Gift Box,Europe Distribution Center,318,110,2026-06-26,In Stock
INV-000316,CHC-00735,Raspberry Swirl White Chocolate Squares,Latin America Distribution Center,284,42,2026-06-10,In Stock
INV-000317,CHC-01419,Plant-Based Classic Vegan Dark Chocolate Truffle Box,Middle East & Africa Distribution Center,1914,425,2026-06-13,In Stock
INV-000318,CHC-00183,Almond Crunch Chocolate Squares,Europe Distribution Center,1011,185,2026-06-21,In Stock
INV-000319,CHC-01175,Honeycomb Milk Chocolate Coated Nuts,Middle East & Africa Distribution Center,190,49,2026-08-01,In Stock
INV-000320,CHC-00600,Diabetic Friendly Sugar-Free Chocolate Pralines,Europe Distribution Center,480,98,2026-06-17,In Stock
INV-000321,CHC-00933,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,Asia Pacific Distribution Center,158,36,2026-07-11,In Stock
INV-000322,CHC-00279,Lemon Zest White Chocolate Coated Nuts,North America Distribution Center,110,38,2026-07-17,In Stock
INV-000323,CHC-00596,Sea Salt Caramel Chocolate Filled Bar,Latin America Distribution Center,120,24,2026-06-08,In Stock
INV-000324,CHC-00901,Single Origin Dark Chocolate Drops,Europe Distribution Center,482,157,2026-07-02,In Stock
INV-000325,CHC-01109,Soft Caramel Core Chocolate Truffle Box,Middle East & Africa Distribution Center,308,54,2026-06-27,In Stock
INV-000326,CHC-00932,Diabetic Friendly Sugar-Free Chocolate Coated Nuts,Europe Distribution Center,758,130,2026-06-24,In Stock
INV-000327,CHC-01323,Raisin & Almond Fruit & Nut Chocolate Filled Bar,Europe Distribution Center,904,139,2026-07-10,In Stock
INV-000328,CHC-00727,Classic Sugar-Free Chocolate Coated Nuts,Middle East & Africa Distribution Center,216,34,2026-07-26,In Stock
INV-000329,CHC-00687,Diabetic Friendly Sugar-Free Chocolate Chips (Baking),North America Distribution Center,1948,636,2026-07-31,In Stock
INV-000330,CHC-00903,Bakers Classic Compound Chocolate Chips (Baking),Latin America Distribution Center,493,127,2026-07-26,In Stock
INV-000331,CHC-00242,Whole Hazelnut Chocolate Truffle Box,Middle East & Africa Distribution Center,1262,254,2026-07-26,In Stock
INV-000332,CHC-00990,Value Pack Compound Chocolate Pralines,Latin America Distribution Center,734,206,2026-07-23,In Stock
INV-000333,CHC-00840,Single Origin Dark Chocolate Chips (Baking),Europe Distribution Center,184,61,2026-06-05,In Stock
INV-000334,CHC-01270,Espresso Infused Dark Chocolate Pralines,Middle East & Africa Distribution Center,677,118,2026-06-15,In Stock
INV-000335,CHC-00083,Coconut White Chocolate Coated Nuts,Middle East & Africa Distribution Center,620,211,2026-06-29,In Stock
INV-000336,CHC-01076,85% Extra Bold Dark Chocolate Coated Nuts,Middle East & Africa Distribution Center,822,247,2026-07-02,In Stock
INV-000337,CHC-00734,Sea Salt Caramel Chocolate Bar,Asia Pacific Distribution Center,218,36,2026-07-07,In Stock
INV-000338,CHC-01195,Classic Milk Chocolate Truffle Box,Latin America Distribution Center,774,209,2026-07-19,In Stock
INV-000339,CHC-00770,Stevia Sweetened Sugar-Free Chocolate Squares,Europe Distribution Center,299,86,2026-06-21,In Stock
INV-000340,CHC-01156,Single Origin Dark Chocolate Coated Nuts,Asia Pacific Distribution Center,257,59,2026-06-13,In Stock
INV-000341,CHC-01212,Raisin & Almond Fruit & Nut Chocolate Gift Box,Asia Pacific Distribution Center,1295,337,2026-07-07,In Stock
INV-000342,CHC-00682,Soft Caramel Core Chocolate Drops,Europe Distribution Center,797,206,2026-07-06,In Stock
INV-000343,CHC-01030,70% Intense Dark Chocolate Wafer Bar,North America Distribution Center,129,19,2026-06-17,In Stock
INV-000344,CHC-00660,Honeycomb Milk Chocolate Filled Bar,Europe Distribution Center,1148,312,2026-06-24,In Stock
INV-000345,CHC-01402,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Latin America Distribution Center,269,45,2026-07-29,In Stock
INV-000346,CHC-01392,Organic Single Origin Chocolate Wafer Bar,Latin America Distribution Center,1204,406,2026-07-14,In Stock
INV-000347,CHC-00384,Bakers Classic Compound Chocolate Gift Box,Latin America Distribution Center,695,241,2026-06-18,In Stock
INV-000348,CHC-01433,Sea Salt Milk Chocolate Chips (Baking),Middle East & Africa Distribution Center,4064,1107,2026-06-26,In Stock
INV-000349,CHC-00162,Biscuit Milk Chocolate Filled Bar,Latin America Distribution Center,71,14,2026-07-02,In Stock
INV-000350,CHC-01309,Vanilla Bean White Chocolate Truffle Box,Asia Pacific Distribution Center,328,113,2026-07-02,In Stock
INV-000351,CHC-00215,Organic Raw Cacao Chocolate Pralines,Middle East & Africa Distribution Center,483,97,2026-06-13,In Stock
INV-000352,CHC-00531,Bakers Classic Compound Chocolate Bar,Asia Pacific Distribution Center,1804,600,2026-06-14,In Stock
INV-000353,CHC-00972,Single Origin Dark Chocolate Wafer Bar,Middle East & Africa Distribution Center,1675,580,2026-07-06,In Stock
INV-000354,CHC-01237,Organic Raw Cacao Chocolate Truffle Box,Asia Pacific Distribution Center,111,31,2026-06-18,In Stock
INV-000355,CHC-00930,Marzipan Style Almond Chocolate Gift Box,Latin America Distribution Center,452,107,2026-07-12,In Stock
INV-000356,CHC-00344,Espresso Infused Dark Chocolate Squares,Asia Pacific Distribution Center,581,105,2026-08-02,In Stock
INV-000357,CHC-00340,Bakers Classic Compound Chocolate Chips (Baking),Latin America Distribution Center,137,40,2026-07-09,In Stock
INV-000358,CHC-00558,70% Intense Dark Chocolate Pralines,Asia Pacific Distribution Center,339,53,2026-07-16,In Stock
INV-000359,CHC-00767,70% Intense Dark Chocolate Bar,North America Distribution Center,111,26,2026-06-30,In Stock
INV-000360,CHC-01385,Classic Milk Chocolate Squares,North America Distribution Center,116,17,2026-07-29,In Stock
INV-000361,CHC-00177,Berry Burst Ruby Chocolate Coated Nuts,Europe Distribution Center,568,136,2026-06-17,In Stock
INV-000362,CHC-01054,Classic Milk Chocolate Chips (Baking),Asia Pacific Distribution Center,562,172,2026-07-24,In Stock
INV-000363,CHC-01201,85% Extra Bold Dark Chocolate Gift Box,Europe Distribution Center,1268,313,2026-07-30,In Stock
INV-000364,CHC-01230,Sea Salt Milk Chocolate Chips (Baking),Europe Distribution Center,443,84,2026-08-02,In Stock
INV-000365,CHC-01377,Classic Milk Chocolate Bar,Asia Pacific Distribution Center,397,89,2026-07-05,In Stock
INV-000366,CHC-01384,85% Extra Bold Dark Chocolate Chips (Baking),Europe Distribution Center,161,48,2026-06-21,In Stock
INV-000367,CHC-01455,Tropical Mix Fruit & Nut Chocolate Truffle Box,Asia Pacific Distribution Center,332,106,2026-07-28,In Stock
INV-000368,CHC-00847,Salted Butter Caramel Chocolate Gift Box,Latin America Distribution Center,118,41,2026-06-28,In Stock
INV-000369,CHC-00375,Soft Caramel Core Chocolate Chips (Baking),Middle East & Africa Distribution Center,438,86,2026-07-21,In Stock
INV-000370,CHC-00249,Tropical Mix Fruit & Nut Chocolate Drops,Latin America Distribution Center,815,279,2026-07-25,In Stock
INV-000371,CHC-00093,85% Extra Bold Dark Chocolate Truffle Box,Latin America Distribution Center,174,55,2026-07-11,In Stock
INV-000372,CHC-00907,Roasted Almond Chocolate Squares,Asia Pacific Distribution Center,377,61,2026-06-09,In Stock
INV-000373,CHC-00596,Sea Salt Caramel Chocolate Filled Bar,North America Distribution Center,580,171,2026-07-28,In Stock
INV-000374,CHC-00078,Tropical Mix Fruit & Nut Chocolate Coated Nuts,Europe Distribution Center,306,58,2026-06-08,In Stock
INV-000375,CHC-00376,Vanilla Bean White Chocolate Filled Bar,Asia Pacific Distribution Center,232,39,2026-06-24,In Stock
INV-000376,CHC-00986,Whole Hazelnut Chocolate Bar,Europe Distribution Center,402,96,2026-06-15,In Stock
INV-000377,CHC-00780,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),North America Distribution Center,247,59,2026-07-18,In Stock
INV-000378,CHC-00117,Sea Salt Caramel Chocolate Filled Bar,Europe Distribution Center,202,56,2026-06-21,In Stock
INV-000379,CHC-00794,Soft Caramel Core Chocolate Gift Box,Europe Distribution Center,140,31,2026-06-05,In Stock
INV-000380,CHC-00375,Soft Caramel Core Chocolate Chips (Baking),North America Distribution Center,367,125,2026-06-17,In Stock
INV-000381,CHC-01213,Praline Hazelnut Chocolate Wafer Bar,Latin America Distribution Center,831,241,2026-06-13,In Stock
INV-000382,CHC-01469,Soft Caramel Core Chocolate Drops,Latin America Distribution Center,217,41,2026-06-07,In Stock
INV-000383,CHC-01309,Vanilla Bean White Chocolate Truffle Box,Asia Pacific Distribution Center,183,63,2026-07-10,In Stock
INV-000384,CHC-00464,Raspberry Swirl White Chocolate Squares,North America Distribution Center,587,157,2026-06-14,In Stock
INV-000385,CHC-00170,Sea Salt Caramel Chocolate Pralines,Latin America Distribution Center,429,133,2026-07-22,In Stock
INV-000386,CHC-00650,Gianduja Style Hazelnut Chocolate Chips (Baking),Asia Pacific Distribution Center,408,132,2026-07-21,In Stock
INV-000387,CHC-01169,Sea Salt Caramel Chocolate Gift Box,Latin America Distribution Center,448,134,2026-07-26,In Stock
INV-000388,CHC-01271,Roasted Almond Chocolate Drops,Latin America Distribution Center,507,156,2026-07-04,In Stock
INV-000389,CHC-00595,Single Origin Dark Chocolate Gift Box,Latin America Distribution Center,1576,248,2026-06-28,In Stock
INV-000390,CHC-00611,Biscuit Milk Chocolate Wafer Bar,Europe Distribution Center,906,181,2026-07-06,In Stock
INV-000391,CHC-00456,85% Extra Bold Dark Chocolate Bar,Europe Distribution Center,857,191,2026-06-24,In Stock
INV-000392,CHC-00675,Raspberry Swirl White Chocolate Truffle Box,Asia Pacific Distribution Center,1133,379,2026-06-05,In Stock
INV-000393,CHC-00395,Espresso Infused Dark Chocolate Gift Box,Asia Pacific Distribution Center,601,142,2026-06-17,In Stock
INV-000394,CHC-00557,Honeycomb Milk Chocolate Truffle Box,North America Distribution Center,112,16,2026-07-11,In Stock
INV-000395,CHC-00856,Sea Salt Caramel Chocolate Truffle Box,North America Distribution Center,254,76,2026-07-20,In Stock
INV-000396,CHC-00127,Marzipan Style Almond Chocolate Gift Box,Asia Pacific Distribution Center,718,249,2026-07-16,In Stock
INV-000397,CHC-00581,Honeycomb Milk Chocolate Filled Bar,North America Distribution Center,417,144,2026-06-17,In Stock
INV-000398,CHC-00279,Lemon Zest White Chocolate Coated Nuts,Middle East & Africa Distribution Center,370,102,2026-06-26,In Stock
INV-000399,CHC-00433,Citrus Ruby Chocolate Pralines,Europe Distribution Center,155,41,2026-06-17,In Stock
INV-000400,CHC-01071,Bakers Classic Compound Chocolate Bar,North America Distribution Center,180,59,2026-06-15,In Stock
INV-000401,CHC-00359,Plant-Based Classic Vegan Dark Chocolate Bar,Europe Distribution Center,133,43,2026-07-06,In Stock
INV-000402,CHC-01338,Almond Crunch Chocolate Coated Nuts,Latin America Distribution Center,476,84,2026-07-04,In Stock
INV-000403,CHC-00424,85% Extra Bold Dark Chocolate Drops,North America Distribution Center,304,80,2026-06-12,In Stock
INV-000404,CHC-00168,Original Ruby Chocolate Drops,Latin America Distribution Center,641,186,2026-06-24,In Stock
INV-000405,CHC-00650,Gianduja Style Hazelnut Chocolate Chips (Baking),Europe Distribution Center,1557,523,2026-07-23,In Stock
INV-000406,CHC-00119,Soft Caramel Core Chocolate Coated Nuts,Middle East & Africa Distribution Center,300,46,2026-06-11,In Stock
INV-000407,CHC-00315,70% Intense Dark Chocolate Coated Nuts,Middle East & Africa Distribution Center,716,242,2026-07-17,In Stock
INV-000408,CHC-01182,Almond Crunch Chocolate Bar,Europe Distribution Center,582,127,2026-06-25,In Stock
INV-000409,CHC-01019,Roasted Almond Chocolate Drops,North America Distribution Center,286,53,2026-07-25,In Stock
INV-000410,CHC-00025,85% Extra Bold Dark Chocolate Wafer Bar,Europe Distribution Center,419,94,2026-07-31,In Stock
INV-000411,CHC-01420,85% Extra Bold Dark Chocolate Gift Box,Europe Distribution Center,245,55,2026-06-19,In Stock
INV-000412,CHC-01167,Bakers Classic Compound Chocolate Coated Nuts,North America Distribution Center,452,114,2026-06-14,In Stock
INV-000413,CHC-01048,Cranberry Walnut Fruit & Nut Chocolate Gift Box,Europe Distribution Center,380,87,2026-07-17,In Stock
INV-000414,CHC-01367,Tropical Mix Fruit & Nut Chocolate Chips (Baking),Europe Distribution Center,444,131,2026-06-11,In Stock
INV-000415,CHC-00963,Honeycomb Milk Chocolate Truffle Box,Europe Distribution Center,478,142,2026-07-03,In Stock
INV-000416,CHC-01013,Almond Crunch Chocolate Filled Bar,Asia Pacific Distribution Center,912,304,2026-06-21,In Stock
INV-000417,CHC-00985,Praline Hazelnut Chocolate Filled Bar,Latin America Distribution Center,688,118,2026-08-02,In Stock
INV-000418,CHC-00988,Roasted Almond Chocolate Coated Nuts,Asia Pacific Distribution Center,446,76,2026-06-06,In Stock
INV-000419,CHC-00380,Sea Salt Milk Chocolate Wafer Bar,Middle East & Africa Distribution Center,357,122,2026-07-06,In Stock
INV-000420,CHC-00307,Bakers Classic Compound Chocolate Wafer Bar,Latin America Distribution Center,374,90,2026-06-08,In Stock
INV-000421,CHC-00148,85% Extra Bold Dark Chocolate Wafer Bar,Europe Distribution Center,299,94,2026-07-16,In Stock
INV-000422,CHC-01125,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Middle East & Africa Distribution Center,249,71,2026-07-09,In Stock
INV-000423,CHC-00674,Espresso Infused Dark Chocolate Filled Bar,North America Distribution Center,422,68,2026-06-05,In Stock
INV-000424,CHC-00215,Organic Raw Cacao Chocolate Pralines,North America Distribution Center,239,55,2026-07-09,In Stock
INV-000425,CHC-00483,Biscuit Milk Chocolate Truffle Box,Europe Distribution Center,523,168,2026-07-24,In Stock
INV-000426,CHC-00388,Praline Hazelnut Chocolate Chips (Baking),Latin America Distribution Center,688,106,2026-06-11,In Stock
INV-000427,CHC-01190,Classic Sugar-Free Chocolate Chips (Baking),Middle East & Africa Distribution Center,530,178,2026-06-17,In Stock
INV-000428,CHC-01076,85% Extra Bold Dark Chocolate Coated Nuts,Middle East & Africa Distribution Center,290,53,2026-06-20,In Stock
INV-000429,CHC-01205,Berry Burst Ruby Chocolate Squares,Asia Pacific Distribution Center,122,27,2026-06-18,In Stock
INV-000430,CHC-00474,Plant-Based Classic Vegan Dark Chocolate Bar,Middle East & Africa Distribution Center,282,47,2026-06-25,In Stock
INV-000431,CHC-00596,Sea Salt Caramel Chocolate Filled Bar,Asia Pacific Distribution Center,1831,531,2026-07-09,In Stock
INV-000432,CHC-00226,Coconut White Chocolate Truffle Box,Middle East & Africa Distribution Center,140,22,2026-07-02,In Stock
INV-000433,CHC-00830,Whole Hazelnut Chocolate Bar,Asia Pacific Distribution Center,1371,365,2026-06-10,In Stock
INV-000434,CHC-01097,70% Intense Dark Chocolate Truffle Box,Asia Pacific Distribution Center,863,218,2026-07-05,In Stock
INV-000435,CHC-01322,Honeycomb Milk Chocolate Filled Bar,Europe Distribution Center,346,68,2026-06-20,In Stock
INV-000436,CHC-01368,Marzipan Style Almond Chocolate Truffle Box,Europe Distribution Center,614,127,2026-06-16,In Stock
INV-000437,CHC-00083,Coconut White Chocolate Coated Nuts,Asia Pacific Distribution Center,199,47,2026-07-09,In Stock
INV-000438,CHC-01369,Classic Milk Chocolate Drops,Asia Pacific Distribution Center,327,80,2026-07-21,In Stock
INV-000439,CHC-00209,Berry Burst Ruby Chocolate Pralines,Latin America Distribution Center,152,47,2026-07-12,In Stock
INV-000440,CHC-00691,Berry Burst Ruby Chocolate Chips (Baking),Middle East & Africa Distribution Center,123,33,2026-06-16,In Stock
INV-000441,CHC-00568,Classic Milk Chocolate Filled Bar,Europe Distribution Center,922,254,2026-07-04,In Stock
INV-000442,CHC-00524,Sea Salt Milk Chocolate Truffle Box,Latin America Distribution Center,146,30,2026-06-05,In Stock
INV-000443,CHC-00041,Almond Crunch Chocolate Drops,Europe Distribution Center,267,73,2026-07-27,In Stock
INV-000444,CHC-01455,Tropical Mix Fruit & Nut Chocolate Truffle Box,Europe Distribution Center,272,81,2026-06-20,In Stock
INV-000445,CHC-01012,Bakers Classic Compound Chocolate Squares,Europe Distribution Center,152,37,2026-07-14,In Stock
INV-000446,CHC-00573,70% Intense Dark Chocolate Drops,Middle East & Africa Distribution Center,621,129,2026-06-28,In Stock
INV-000447,CHC-01425,Sea Salt Milk Chocolate Drops,Asia Pacific Distribution Center,557,129,2026-06-09,In Stock
INV-000448,CHC-00131,Coconut White Chocolate Drops,Middle East & Africa Distribution Center,1467,375,2026-07-28,In Stock
