SaleID,Date,ProductID,ProductName,Region,Country,Channel,QuantitySold,UnitPrice,RevenueUSD
SALE-000700,2025-12-29,CHC-00567,Roasted Almond Chocolate Squares,Europe,Germany,Duty-Free,51,4.67,238.17
SALE-000701,2026-05-16,CHC-01389,Berry Burst Ruby Chocolate Bar,Asia Pacific,China,Wholesale Distributor,27,4.65,125.55
SALE-000702,2025-10-13,CHC-00911,Berry Burst Ruby Chocolate Filled Bar,Latin America,Colombia,Direct-to-Consumer,65,7.78,505.7
SALE-000703,2025-09-15,CHC-01335,Organic Single Origin Chocolate Wafer Bar,North America,Mexico,Direct-to-Consumer,42,7.39,310.38
SALE-000704,2025-09-09,CHC-00271,Stevia Sweetened Sugar-Free Chocolate Pralines,Europe,Germany,Wholesale Distributor,13,4.24,55.12
SALE-000705,2026-06-18,CHC-00575,Berry Burst Ruby Chocolate Wafer Bar,North America,USA,Retail Store,13,4.44,57.72
SALE-000706,2025-11-04,CHC-00388,Praline Hazelnut Chocolate Chips (Baking),Asia Pacific,Indonesia,Direct-to-Consumer,97,5.93,575.21
SALE-000707,2025-11-23,CHC-01385,Classic Milk Chocolate Squares,Middle East & Africa,Ghana,Wholesale Distributor,7,4.23,29.61
SALE-000708,2025-11-15,CHC-00943,Praline Hazelnut Chocolate Coated Nuts,North America,Canada,Direct-to-Consumer,133,4.31,573.23
SALE-000709,2026-07-21,CHC-01336,Sea Salt Caramel Chocolate Chips (Baking),Middle East & Africa,Ghana,Wholesale Distributor,4,3.53,14.12
SALE-000710,2026-01-11,CHC-00234,Coconut Sugar Vegan Dark Chocolate Drops,North America,USA,E-Commerce,21,6.03,126.63
SALE-000711,2025-10-05,CHC-00837,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Europe,Switzerland,Wholesale Distributor,10,4.56,45.6
SALE-000712,2026-05-04,CHC-01183,Raisin & Almond Fruit & Nut Chocolate Pralines,Asia Pacific,India,Retail Store,133,3.88,516.04
SALE-000713,2026-06-03,CHC-00434,Organic Raw Cacao Chocolate Coated Nuts,Europe,Germany,Duty-Free,37,4.29,158.73
SALE-000714,2025-09-19,CHC-00417,Raspberry Swirl White Chocolate Drops,Asia Pacific,Indonesia,Wholesale Distributor,13,2.57,33.41
SALE-000715,2025-12-08,CHC-01321,Sea Salt Caramel Chocolate Wafer Bar,Europe,France,Direct-to-Consumer,11,3.79,41.69
SALE-000716,2026-06-04,CHC-00898,Single Origin Dark Chocolate Coated Nuts,Europe,Italy,Duty-Free,96,5.78,554.88
SALE-000717,2026-07-16,CHC-00041,Almond Crunch Chocolate Drops,Europe,United Kingdom,Retail Store,33,4.16,137.28
SALE-000718,2026-03-11,CHC-00642,Sea Salt Milk Chocolate Squares,Latin America,Brazil,Retail Store,24,2.41,57.84
SALE-000719,2025-08-27,CHC-00349,70% Intense Dark Chocolate Truffle Box,Europe,Switzerland,Duty-Free,24,3.15,75.6
SALE-000720,2025-10-02,CHC-00882,Diabetic Friendly Sugar-Free Chocolate Pralines,Europe,Switzerland,Direct-to-Consumer,8,3.6,28.8
SALE-000721,2025-09-16,CHC-00658,Whole Hazelnut Chocolate Wafer Bar,Europe,United Kingdom,Wholesale Distributor,8,5.01,40.08
SALE-000722,2025-08-18,CHC-01013,Almond Crunch Chocolate Filled Bar,North America,Mexico,Retail Store,9,4.41,39.69
SALE-000723,2026-05-11,CHC-00329,Honeycomb Milk Chocolate Filled Bar,Europe,Italy,Direct-to-Consumer,34,3.19,108.46
SALE-000724,2025-11-06,CHC-01089,Sea Salt Caramel Chocolate Filled Bar,Middle East & Africa,South Africa,Direct-to-Consumer,33,4.97,164.01
SALE-000725,2025-10-19,CHC-00192,Salted Butter Caramel Chocolate Drops,Middle East & Africa,Cote d'Ivoire,Duty-Free,4,3.88,15.52
SALE-000726,2026-02-15,CHC-00279,Lemon Zest White Chocolate Coated Nuts,Europe,Netherlands,E-Commerce,188,4.07,765.16
SALE-000727,2026-02-19,CHC-00819,Gianduja Style Hazelnut Chocolate Drops,Europe,United Kingdom,Retail Store,21,4.97,104.37
SALE-000728,2025-10-27,CHC-00020,Lemon Zest White Chocolate Chips (Baking),Europe,Switzerland,E-Commerce,15,4.46,66.9
SALE-000729,2026-05-25,CHC-00465,Diabetic Friendly Sugar-Free Chocolate Wafer Bar,Latin America,Peru,Direct-to-Consumer,16,5.12,81.92
SALE-000730,2026-06-21,CHC-01019,Roasted Almond Chocolate Drops,Asia Pacific,Japan,Direct-to-Consumer,33,3.86,127.38
SALE-000731,2026-02-01,CHC-00862,Roasted Almond Chocolate Filled Bar,North America,Mexico,E-Commerce,28,3.97,111.16
SALE-000732,2026-05-21,CHC-01173,Praline Hazelnut Chocolate Gift Box,North America,Mexico,E-Commerce,74,5.73,424.02
SALE-000733,2026-07-08,CHC-00233,Roasted Almond Chocolate Filled Bar,North America,Mexico,Duty-Free,26,3.98,103.48
SALE-000734,2025-11-11,CHC-00416,Classic Milk Chocolate Filled Bar,Asia Pacific,Australia,E-Commerce,52,4.39,228.28
SALE-000735,2026-07-12,CHC-00458,Raspberry Swirl White Chocolate Filled Bar,North America,Canada,Retail Store,48,2.72,130.56
SALE-000736,2025-10-08,CHC-00481,Honeycomb Milk Chocolate Pralines,Middle East & Africa,South Africa,Wholesale Distributor,22,2.68,58.96
SALE-000737,2025-12-30,CHC-01090,Salted Butter Caramel Chocolate Squares,Asia Pacific,China,Direct-to-Consumer,58,3.48,201.84
SALE-000738,2025-12-22,CHC-01281,Value Pack Compound Chocolate Squares,North America,Canada,Duty-Free,9,1.29,11.61
SALE-000739,2025-09-25,CHC-00802,Single Origin Dark Chocolate Gift Box,Middle East & Africa,UAE,Retail Store,15,5.1,76.5
SALE-000740,2026-06-12,CHC-00023,Sea Salt Caramel Chocolate Wafer Bar,Europe,Belgium,Retail Store,39,2.88,112.32
SALE-000741,2025-08-31,CHC-00587,Marzipan Style Almond Chocolate Gift Box,Europe,Germany,Wholesale Distributor,31,2.87,88.97
SALE-000742,2025-10-29,CHC-00952,Whole Hazelnut Chocolate Squares,Europe,Germany,Retail Store,17,5.0,85.0
SALE-000743,2026-04-27,CHC-00120,Oat Milk Blend Vegan Dark Chocolate Gift Box,Europe,France,E-Commerce,28,6.28,175.84
SALE-000744,2026-04-05,CHC-00976,Classic Milk Chocolate Bar,North America,Canada,Duty-Free,12,2.66,31.92
SALE-000745,2025-11-20,CHC-01475,Biscuit Milk Chocolate Drops,Europe,Belgium,E-Commerce,7,2.35,16.45
SALE-000746,2025-10-24,CHC-00591,Bakers Classic Compound Chocolate Pralines,Latin America,Colombia,Direct-to-Consumer,27,1.62,43.74
SALE-000747,2026-03-03,CHC-00585,Value Pack Compound Chocolate Squares,Middle East & Africa,South Africa,Retail Store,6,1.34,8.04
SALE-000748,2026-02-08,CHC-01390,Espresso Infused Dark Chocolate Bar,Asia Pacific,Japan,E-Commerce,17,5.75,97.75
SALE-000749,2026-05-20,CHC-01285,85% Extra Bold Dark Chocolate Wafer Bar,Europe,France,E-Commerce,30,5.44,163.2
SALE-000750,2026-07-05,CHC-00732,70% Intense Dark Chocolate Pralines,Middle East & Africa,South Africa,Wholesale Distributor,45,4.04,181.8
SALE-000751,2025-12-17,CHC-00489,85% Extra Bold Dark Chocolate Bar,Europe,Belgium,Duty-Free,99,4.12,407.88
SALE-000752,2026-03-11,CHC-00662,Espresso Infused Dark Chocolate Drops,Middle East & Africa,Cote d'Ivoire,Retail Store,42,2.88,120.96
SALE-000753,2025-09-18,CHC-00001,Berry Burst Ruby Chocolate Pralines,Europe,United Kingdom,Wholesale Distributor,22,4.15,91.3
SALE-000754,2025-12-16,CHC-00510,Oat Milk Blend Vegan Dark Chocolate Gift Box,Middle East & Africa,UAE,Wholesale Distributor,13,6.38,82.94
SALE-000755,2026-07-23,CHC-01119,70% Intense Dark Chocolate Wafer Bar,Asia Pacific,India,Retail Store,30,5.94,178.2
SALE-000756,2025-11-01,CHC-00201,Salted Butter Caramel Chocolate Chips (Baking),Asia Pacific,India,Retail Store,137,4.69,642.53
SALE-000757,2025-12-10,CHC-00697,Salted Butter Caramel Chocolate Filled Bar,North America,Canada,Duty-Free,108,3.74,403.92
SALE-000758,2026-06-24,CHC-00782,Vanilla Bean White Chocolate Gift Box,Asia Pacific,Australia,E-Commerce,14,4.2,58.8
SALE-000759,2026-04-26,CHC-00941,Classic Sugar-Free Chocolate Truffle Box,North America,Canada,Retail Store,13,4.89,63.57
SALE-000760,2025-11-24,CHC-00305,Confectionery Grade Compound Chocolate Coated Nuts,Europe,Netherlands,Retail Store,56,2.29,128.24
SALE-000761,2026-06-30,CHC-00738,Espresso Infused Dark Chocolate Wafer Bar,North America,Mexico,Direct-to-Consumer,8,3.49,27.92
SALE-000762,2026-05-28,CHC-00142,Almond Crunch Chocolate Drops,Middle East & Africa,Cote d'Ivoire,E-Commerce,12,3.47,41.64
SALE-000763,2025-09-12,CHC-00091,Sea Salt Caramel Chocolate Bar,Latin America,Peru,E-Commerce,8,4.73,37.84
SALE-000764,2025-11-01,CHC-01373,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Europe,United Kingdom,Direct-to-Consumer,39,3.25,126.75
SALE-000765,2026-03-19,CHC-00924,Tropical Mix Fruit & Nut Chocolate Wafer Bar,Asia Pacific,India,Wholesale Distributor,23,4.2,96.6
SALE-000766,2026-01-25,CHC-01450,Marzipan Style Almond Chocolate Chips (Baking),Asia Pacific,Japan,Duty-Free,12,4.15,49.8
SALE-000767,2026-02-10,CHC-00904,Marzipan Style Almond Chocolate Pralines,Latin America,Colombia,Wholesale Distributor,18,4.38,78.84
SALE-000768,2025-11-30,CHC-00294,Salted Butter Caramel Chocolate Wafer Bar,Europe,France,Direct-to-Consumer,17,2.76,46.92
SALE-000769,2026-01-18,CHC-00420,Roasted Almond Chocolate Drops,Asia Pacific,Japan,E-Commerce,16,3.14,50.24
SALE-000770,2025-09-13,CHC-01351,Espresso Infused Dark Chocolate Drops,Europe,Switzerland,Wholesale Distributor,15,2.51,37.65
SALE-000771,2026-03-21,CHC-01385,Classic Milk Chocolate Squares,Middle East & Africa,Ghana,Duty-Free,141,4.23,596.43
SALE-000772,2026-02-03,CHC-00682,Soft Caramel Core Chocolate Drops,Asia Pacific,Japan,Duty-Free,11,4.6,50.6
SALE-000773,2025-12-25,CHC-01144,Cranberry Walnut Fruit & Nut Chocolate Filled Bar,Latin America,Ecuador,Duty-Free,24,4.6,110.4
SALE-000774,2025-09-20,CHC-00662,Espresso Infused Dark Chocolate Drops,Middle East & Africa,Cote d'Ivoire,Duty-Free,29,2.88,83.52
SALE-000775,2026-07-18,CHC-00561,70% Intense Dark Chocolate Drops,Europe,Belgium,E-Commerce,93,3.09,287.37
SALE-000776,2026-03-08,CHC-01431,Single Origin Dark Chocolate Truffle Box,North America,Mexico,Retail Store,27,2.85,76.95
SALE-000777,2026-07-04,CHC-01442,Salted Butter Caramel Chocolate Bar,Latin America,Ecuador,Direct-to-Consumer,61,3.48,212.28
SALE-000778,2026-05-04,CHC-00309,Organic Fair-Trade Chocolate Filled Bar,Europe,Netherlands,Direct-to-Consumer,17,5.41,91.97
SALE-000779,2026-06-06,CHC-00747,Cranberry Walnut Fruit & Nut Chocolate Drops,Middle East & Africa,Cote d'Ivoire,Duty-Free,16,5.36,85.76
SALE-000780,2026-05-19,CHC-00977,Single Origin Dark Chocolate Chips (Baking),Middle East & Africa,South Africa,Duty-Free,158,4.8,758.4
SALE-000781,2026-03-28,CHC-00495,Coconut Sugar Vegan Dark Chocolate Pralines,Asia Pacific,Australia,Wholesale Distributor,25,6.44,161.0
SALE-000782,2026-04-15,CHC-01202,85% Extra Bold Dark Chocolate Coated Nuts,Asia Pacific,Australia,Direct-to-Consumer,3,6.0,18.0
SALE-000783,2026-04-20,CHC-00585,Value Pack Compound Chocolate Squares,Middle East & Africa,South Africa,Wholesale Distributor,16,1.34,21.44
SALE-000784,2026-02-06,CHC-00412,Single Origin Dark Chocolate Bar,North America,Canada,Duty-Free,110,3.51,386.1
SALE-000785,2026-05-07,CHC-00009,Confectionery Grade Compound Chocolate Drops,Europe,Germany,Direct-to-Consumer,13,1.57,20.41
SALE-000786,2025-10-08,CHC-01454,Classic Milk Chocolate Bar,Asia Pacific,Australia,Retail Store,17,2.75,46.75
SALE-000787,2025-09-08,CHC-01419,Plant-Based Classic Vegan Dark Chocolate Truffle Box,Europe,France,Duty-Free,47,3.86,181.42
SALE-000788,2026-01-07,CHC-00654,Espresso Infused Dark Chocolate Filled Bar,Europe,France,Retail Store,40,5.62,224.8
SALE-000789,2026-05-07,CHC-01328,Raspberry Swirl White Chocolate Coated Nuts,Middle East & Africa,South Africa,Direct-to-Consumer,36,3.31,119.16
SALE-000790,2026-04-01,CHC-00158,Classic Sugar-Free Chocolate Filled Bar,Asia Pacific,Indonesia,E-Commerce,141,4.76,671.16
SALE-000791,2026-02-20,CHC-00208,Value Pack Compound Chocolate Pralines,Europe,United Kingdom,Retail Store,34,2.13,72.42
SALE-000792,2026-03-29,CHC-00064,Citrus Ruby Chocolate Pralines,North America,Mexico,E-Commerce,21,5.71,119.91
SALE-000793,2026-03-08,CHC-01100,Coconut White Chocolate Wafer Bar,Latin America,Colombia,Retail Store,81,3.2,259.2
SALE-000794,2025-09-30,CHC-01342,Espresso Infused Dark Chocolate Coated Nuts,Asia Pacific,Australia,Duty-Free,18,5.53,99.54
SALE-000795,2025-09-18,CHC-00089,Marzipan Style Almond Chocolate Drops,Europe,Switzerland,E-Commerce,45,3.35,150.75
SALE-000796,2026-02-11,CHC-00765,Confectionery Grade Compound Chocolate Coated Nuts,Latin America,Colombia,Duty-Free,64,1.57,100.48
SALE-000797,2026-07-15,CHC-00326,Roasted Almond Chocolate Chips (Baking),Middle East & Africa,Ghana,Retail Store,39,3.81,148.59
SALE-000798,2025-08-09,CHC-00256,Classic Milk Chocolate Gift Box,Asia Pacific,India,Retail Store,9,2.49,22.41
SALE-000799,2025-12-24,CHC-00287,Classic Sugar-Free Chocolate Filled Bar,Middle East & Africa,South Africa,E-Commerce,17,5.34,90.78
SALE-000800,2026-04-14,CHC-00346,Raisin & Almond Fruit & Nut Chocolate Drops,Asia Pacific,Japan,Duty-Free,68,4.13,280.84
SALE-000801,2025-08-28,CHC-01431,Single Origin Dark Chocolate Truffle Box,North America,Mexico,Wholesale Distributor,51,2.85,145.35
SALE-000802,2026-03-28,CHC-00502,Single Origin Dark Chocolate Gift Box,North America,Mexico,Duty-Free,11,3.18,34.98
SALE-000803,2025-11-08,CHC-01384,85% Extra Bold Dark Chocolate Chips (Baking),Asia Pacific,India,Direct-to-Consumer,74,6.27,463.98
SALE-000804,2025-08-09,CHC-00126,Almond Crunch Chocolate Bar,Latin America,Ecuador,Direct-to-Consumer,60,2.85,171.0
SALE-000805,2025-08-31,CHC-01096,70% Intense Dark Chocolate Bar,Latin America,Ecuador,Direct-to-Consumer,27,3.02,81.54
SALE-000806,2026-05-12,CHC-01381,Citrus Ruby Chocolate Coated Nuts,Latin America,Peru,Duty-Free,5,7.77,38.85
SALE-000807,2026-07-15,CHC-01012,Bakers Classic Compound Chocolate Squares,North America,Mexico,Retail Store,8,1.61,12.88
SALE-000808,2026-06-20,CHC-00674,Espresso Infused Dark Chocolate Filled Bar,Latin America,Colombia,Duty-Free,26,3.7,96.2
SALE-000809,2025-11-22,CHC-00916,Coconut White Chocolate Coated Nuts,Asia Pacific,Australia,Wholesale Distributor,16,2.56,40.96
SALE-000810,2026-03-30,CHC-01287,Original Ruby Chocolate Truffle Box,Europe,Germany,Retail Store,32,5.75,184.0
SALE-000811,2025-12-05,CHC-00540,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),Europe,Belgium,Direct-to-Consumer,11,5.14,56.54
SALE-000812,2026-03-15,CHC-00976,Classic Milk Chocolate Bar,North America,Canada,Duty-Free,18,2.66,47.88
SALE-000813,2026-02-02,CHC-00342,Classic Milk Chocolate Drops,Asia Pacific,Indonesia,Direct-to-Consumer,45,3.29,148.05
SALE-000814,2026-03-31,CHC-00380,Sea Salt Milk Chocolate Wafer Bar,Latin America,Ecuador,E-Commerce,71,2.79,198.09
SALE-000815,2025-10-01,CHC-00947,Citrus Ruby Chocolate Bar,North America,Canada,E-Commerce,13,4.43,57.59
SALE-000816,2025-12-09,CHC-01319,Raspberry Swirl White Chocolate Gift Box,North America,Canada,Direct-to-Consumer,52,4.02,209.04
SALE-000817,2026-05-30,CHC-00697,Salted Butter Caramel Chocolate Filled Bar,North America,Canada,Duty-Free,75,3.74,280.5
SALE-000818,2026-06-17,CHC-00002,Raspberry Swirl White Chocolate Coated Nuts,North America,USA,Wholesale Distributor,26,3.78,98.28
SALE-000819,2026-02-08,CHC-00867,Whole Hazelnut Chocolate Filled Bar,Europe,Germany,E-Commerce,37,3.41,126.17
SALE-000820,2026-02-25,CHC-00550,70% Intense Dark Chocolate Coated Nuts,Latin America,Ecuador,Direct-to-Consumer,37,5.1,188.7
SALE-000821,2025-11-25,CHC-00224,85% Extra Bold Dark Chocolate Wafer Bar,Asia Pacific,Japan,Duty-Free,37,3.13,115.81
SALE-000822,2026-07-29,CHC-01196,Tropical Mix Fruit & Nut Chocolate Coated Nuts,Europe,Switzerland,E-Commerce,9,3.88,34.92
SALE-000823,2025-12-08,CHC-01148,Marzipan Style Almond Chocolate Gift Box,Latin America,Brazil,Direct-to-Consumer,12,4.26,51.12
SALE-000824,2025-09-22,CHC-01452,Value Pack Compound Chocolate Drops,Middle East & Africa,South Africa,Direct-to-Consumer,26,1.99,51.74
SALE-000825,2025-08-05,CHC-01231,Citrus Ruby Chocolate Drops,North America,Mexico,Duty-Free,9,7.58,68.22
SALE-000826,2026-05-15,CHC-00140,Organic Single Origin Chocolate Coated Nuts,Asia Pacific,India,E-Commerce,37,5.89,217.93
SALE-000827,2026-02-25,CHC-00688,Raspberry Swirl White Chocolate Bar,Latin America,Peru,Duty-Free,21,2.23,46.83
SALE-000828,2025-12-01,CHC-01135,Praline Hazelnut Chocolate Truffle Box,Europe,Netherlands,Duty-Free,12,4.87,58.44
SALE-000829,2026-05-26,CHC-00026,Organic Single Origin Chocolate Coated Nuts,Asia Pacific,Indonesia,E-Commerce,23,3.77,86.71
SALE-000830,2026-05-12,CHC-01245,Whole Hazelnut Chocolate Truffle Box,Europe,Switzerland,Retail Store,29,4.1,118.9
SALE-000831,2026-06-25,CHC-00903,Bakers Classic Compound Chocolate Chips (Baking),Latin America,Brazil,Duty-Free,4,1.32,5.28
SALE-000832,2025-11-03,CHC-01034,Roasted Almond Chocolate Chips (Baking),Middle East & Africa,Ghana,E-Commerce,4,3.63,14.52
SALE-000833,2025-09-26,CHC-00879,Biscuit Milk Chocolate Pralines,Europe,Belgium,Wholesale Distributor,25,2.18,54.5
SALE-000834,2026-02-17,CHC-00144,Roasted Almond Chocolate Pralines,Middle East & Africa,Ghana,E-Commerce,9,3.96,35.64
SALE-000835,2025-08-24,CHC-00280,Tropical Mix Fruit & Nut Chocolate Chips (Baking),Europe,Netherlands,Direct-to-Consumer,16,3.9,62.4
SALE-000836,2025-08-22,CHC-00021,Espresso Infused Dark Chocolate Wafer Bar,Asia Pacific,Japan,E-Commerce,45,6.02,270.9
SALE-000837,2026-05-26,CHC-00092,Praline Hazelnut Chocolate Squares,North America,Mexico,Duty-Free,17,5.78,98.26
SALE-000838,2025-10-22,CHC-01485,Espresso Infused Dark Chocolate Drops,Europe,Germany,Retail Store,11,2.5,27.5
SALE-000839,2026-05-31,CHC-00137,Organic Raw Cacao Chocolate Bar,North America,Mexico,Duty-Free,37,6.47,239.39
SALE-000840,2025-11-20,CHC-00743,Citrus Ruby Chocolate Filled Bar,Middle East & Africa,Cote d'Ivoire,Retail Store,27,5.92,159.84
SALE-000841,2026-01-13,CHC-00795,Organic Single Origin Chocolate Coated Nuts,North America,Mexico,Direct-to-Consumer,16,6.4,102.4
SALE-000842,2025-10-27,CHC-01395,Espresso Infused Dark Chocolate Squares,Asia Pacific,China,Wholesale Distributor,35,6.25,218.75
SALE-000843,2026-03-26,CHC-00493,Soft Caramel Core Chocolate Bar,Europe,United Kingdom,Direct-to-Consumer,11,4.24,46.64
SALE-000844,2025-10-19,CHC-01400,Tropical Mix Fruit & Nut Chocolate Drops,Europe,Germany,Retail Store,3,3.84,11.52
SALE-000845,2025-12-17,CHC-00999,Single Origin Dark Chocolate Coated Nuts,Europe,France,Retail Store,172,3.79,651.88
SALE-000846,2025-09-03,CHC-01443,Plant-Based Classic Vegan Dark Chocolate Drops,Europe,Switzerland,Duty-Free,46,5.56,255.76
SALE-000847,2026-03-06,CHC-01070,Classic Sugar-Free Chocolate Gift Box,Middle East & Africa,Cote d'Ivoire,Direct-to-Consumer,42,3.13,131.46
SALE-000848,2025-11-26,CHC-00349,70% Intense Dark Chocolate Truffle Box,Europe,Switzerland,E-Commerce,47,3.15,148.05
SALE-000849,2026-01-23,CHC-00646,Biscuit Milk Chocolate Gift Box,North America,USA,Wholesale Distributor,49,2.13,104.37
SALE-000850,2026-07-29,CHC-00205,Salted Butter Caramel Chocolate Squares,Europe,France,Wholesale Distributor,10,2.79,27.9
SALE-000851,2026-05-25,CHC-00907,Roasted Almond Chocolate Squares,Europe,Belgium,Wholesale Distributor,22,3.0,66.0
SALE-000852,2026-04-06,CHC-01153,Classic Sugar-Free Chocolate Pralines,Asia Pacific,Australia,Direct-to-Consumer,6,4.52,27.12
SALE-000853,2026-05-26,CHC-00454,Biscuit Milk Chocolate Pralines,Europe,Switzerland,Duty-Free,41,2.2,90.2
SALE-000854,2026-02-05,CHC-00529,Oat Milk Blend Vegan Dark Chocolate Squares,Europe,France,Duty-Free,32,5.36,171.52
SALE-000855,2025-11-17,CHC-01013,Almond Crunch Chocolate Filled Bar,North America,Mexico,Retail Store,50,4.41,220.5
SALE-000856,2026-04-10,CHC-00262,Biscuit Milk Chocolate Drops,North America,Mexico,Retail Store,19,4.47,84.93
SALE-000857,2025-10-08,CHC-00726,Sea Salt Caramel Chocolate Pralines,Europe,France,Duty-Free,33,3.13,103.29
SALE-000858,2025-10-08,CHC-00130,Praline Hazelnut Chocolate Gift Box,North America,Mexico,E-Commerce,11,3.04,33.44
SALE-000859,2025-08-30,CHC-00440,Cranberry Walnut Fruit & Nut Chocolate Truffle Box,Europe,Germany,Direct-to-Consumer,30,4.92,147.6
SALE-000860,2026-07-30,CHC-01176,Roasted Almond Chocolate Bar,North America,USA,Wholesale Distributor,31,4.49,139.19
SALE-000861,2026-07-26,CHC-01408,Espresso Infused Dark Chocolate Pralines,Europe,Germany,E-Commerce,31,4.13,128.03
SALE-000862,2026-01-25,CHC-01278,Organic Single Origin Chocolate Truffle Box,Latin America,Peru,E-Commerce,22,6.64,146.08
SALE-000863,2026-07-15,CHC-00338,Marzipan Style Almond Chocolate Bar,Latin America,Colombia,E-Commerce,4,3.39,13.56
SALE-000864,2025-08-09,CHC-00259,85% Extra Bold Dark Chocolate Filled Bar,North America,USA,E-Commerce,14,4.07,56.98
SALE-000865,2026-04-24,CHC-00845,Gianduja Style Hazelnut Chocolate Pralines,Europe,France,Retail Store,43,5.23,224.89
SALE-000866,2026-07-27,CHC-01305,Biscuit Milk Chocolate Pralines,Europe,Belgium,Wholesale Distributor,20,3.86,77.2
SALE-000867,2026-06-07,CHC-00790,Roasted Almond Chocolate Drops,Middle East & Africa,UAE,Wholesale Distributor,139,3.27,454.53
SALE-000868,2025-08-10,CHC-00786,Cranberry Walnut Fruit & Nut Chocolate Drops,Middle East & Africa,UAE,Direct-to-Consumer,31,5.24,162.44
SALE-000869,2026-06-13,CHC-00805,Single Origin Dark Chocolate Chips (Baking),Europe,France,Retail Store,18,5.09,91.62
SALE-000870,2026-07-18,CHC-00731,Praline Hazelnut Chocolate Drops,North America,Mexico,Retail Store,13,4.94,64.22
SALE-000871,2025-12-09,CHC-00767,70% Intense Dark Chocolate Bar,Latin America,Peru,Retail Store,9,6.24,56.16
SALE-000872,2026-07-19,CHC-01105,Biscuit Milk Chocolate Wafer Bar,Middle East & Africa,UAE,Direct-to-Consumer,38,3.22,122.36
SALE-000873,2026-03-16,CHC-01458,Classic Sugar-Free Chocolate Wafer Bar,North America,Mexico,E-Commerce,9,5.46,49.14
SALE-000874,2026-06-18,CHC-01113,Organic Fair-Trade Chocolate Chips (Baking),Asia Pacific,Japan,Duty-Free,55,4.82,265.1
SALE-000875,2025-09-07,CHC-00199,Praline Hazelnut Chocolate Wafer Bar,Europe,France,Retail Store,42,5.59,234.78
SALE-000876,2026-07-08,CHC-00011,Biscuit Milk Chocolate Bar,Europe,France,Duty-Free,13,2.92,37.96
SALE-000877,2025-09-03,CHC-00464,Raspberry Swirl White Chocolate Squares,Europe,Germany,Direct-to-Consumer,84,3.61,303.24
SALE-000878,2025-11-14,CHC-01027,Single Origin Dark Chocolate Coated Nuts,Latin America,Brazil,Direct-to-Consumer,40,4.03,161.2
SALE-000879,2026-02-16,CHC-00311,Classic Sugar-Free Chocolate Filled Bar,Asia Pacific,Japan,Direct-to-Consumer,16,3.36,53.76
SALE-000880,2026-06-05,CHC-01094,Gianduja Style Hazelnut Chocolate Pralines,Asia Pacific,Japan,Direct-to-Consumer,47,3.12,146.64
SALE-000881,2025-10-07,CHC-01212,Raisin & Almond Fruit & Nut Chocolate Gift Box,North America,USA,Retail Store,20,5.43,108.6
SALE-000882,2026-08-03,CHC-01480,Classic Milk Chocolate Gift Box,Europe,Switzerland,Direct-to-Consumer,23,4.4,101.2
SALE-000883,2026-01-27,CHC-01065,Vanilla Bean White Chocolate Gift Box,North America,USA,Wholesale Distributor,72,2.88,207.36
SALE-000884,2025-12-27,CHC-00354,Plant-Based Classic Vegan Dark Chocolate Pralines,Europe,Switzerland,Wholesale Distributor,157,5.3,832.1
SALE-000885,2026-02-28,CHC-01167,Bakers Classic Compound Chocolate Coated Nuts,Europe,France,E-Commerce,102,1.83,186.66
SALE-000886,2025-10-19,CHC-00820,Stevia Sweetened Sugar-Free Chocolate Drops,Asia Pacific,Australia,E-Commerce,32,4.74,151.68
SALE-000887,2025-12-02,CHC-00431,Salted Butter Caramel Chocolate Coated Nuts,Europe,Belgium,Direct-to-Consumer,53,4.43,234.79
SALE-000888,2025-08-06,CHC-00918,Almond Crunch Chocolate Bar,Asia Pacific,Australia,Retail Store,4,3.02,12.08
SALE-000889,2025-11-23,CHC-00916,Coconut White Chocolate Coated Nuts,Asia Pacific,Australia,Direct-to-Consumer,28,2.56,71.68
SALE-000890,2026-04-11,CHC-00078,Tropical Mix Fruit & Nut Chocolate Coated Nuts,North America,Mexico,Wholesale Distributor,39,3.36,131.04
SALE-000891,2025-10-27,CHC-00713,Marzipan Style Almond Chocolate Squares,Latin America,Peru,E-Commerce,5,3.43,17.15
SALE-000892,2025-10-22,CHC-00774,Original Ruby Chocolate Coated Nuts,Europe,Netherlands,E-Commerce,30,4.09,122.7
SALE-000893,2025-12-17,CHC-00557,Honeycomb Milk Chocolate Truffle Box,Europe,Belgium,Duty-Free,8,3.22,25.76
SALE-000894,2025-12-31,CHC-01222,Soft Caramel Core Chocolate Chips (Baking),Middle East & Africa,UAE,Wholesale Distributor,17,4.89,83.13
SALE-000895,2025-11-09,CHC-00208,Value Pack Compound Chocolate Pralines,Europe,United Kingdom,Direct-to-Consumer,26,2.13,55.38
SALE-000896,2025-11-16,CHC-00696,85% Extra Bold Dark Chocolate Coated Nuts,North America,Mexico,Direct-to-Consumer,6,4.24,25.44
SALE-000897,2026-04-18,CHC-00374,Biscuit Milk Chocolate Bar,North America,Canada,Direct-to-Consumer,24,2.44,58.56
SALE-000898,2026-07-26,CHC-01069,Sea Salt Milk Chocolate Wafer Bar,Asia Pacific,China,Wholesale Distributor,35,2.39,83.65
